Review Title,Review Text,Date of Stay,Author Contribution,Rating
MBS gym,Our very first stay at MBS/ the service is first class/ Very convenient gym /Excellent spacious gym/Ms  Lucy most helpful too/ the gardens light show was brief /15 mins ok I guess / vibrant area//,November 2023,4,5.0
Almost perfect hotel.,Truly a great hotel.  The roof top pool is everything you've imagined.  The views from the room was magnificent.  Can't say enough about this hotel.  Only drawback is that the gym is across the street in the convention center.,October 2023,135,5.0
Highly recommended,Fantastic hotel. Superb quality and the highest level of service and standards. The roof top pool is breathtaking and the staff at the pool are particularly friendly and  attentive. The hotel very kindly allowed us to use the pool area until 6pm on the day of our check-out and provided private shower facilities before our airport transfer later that evening. Highly  recommended.,November 2023,5,5.0
Perfect stay!,"One of the best hotels we stayed!Great environment, great service, great rooms and very kind personal.In addition we had luck to meet Dziauddin Mahamud, a concierge who helped us not only with a couple of brillant suggestions but with a total Kuala Lumpur itinerary. we only mentioned to stay there for some days during holidays.Bottom line: all is very recommended!!",September 2023,4,5.0
A memorable experience,"Our experience at Marina Bay Sands was wonderful. The room was very big, had an amazing city view and the beds were super comfy. The hotel is impressive, but what makes it really special is the people. All the staff is very kind, professional and does their best to make you feel welcome. We especially want to thank Ms Glaiza Gonzales for making our stay a memorable one, especially for our son, who is an architecture enthusiast and aspires to become an architect. We received an amazing welcome and enjoyed many beautiful surprizes during our stay. We loved the views from the top and the legendary pool, which is somehow miraculously never crowded. We loved it. 💚",August 2023,12,5.0
Beyond infinity,"Breathtaking garden view plus fascinating infinity pool among the skyline.And mostly the 5-star rating comes from the warm hearted staffs who greeted us sincerely.Hope to visit again soon, Marina Bay Sands, Singapore.",August 2023,1,5.0
Disappointing but still worth it for the iconic  pool experience,"Honestly, we were pretty disappointed with our stay here. We booked it as a finalHurrah after a week in Singapore then a week Bintan island which were simply amazing. The first problem was nearly an hour checking in. Huge queues, it felt more like airport check in than a five star hotel. Compare this to where we stayed in Indonesia when you get ushered to a comfy sofa, given aCold face towel and welcome drink whilst they efficiently sort out your documents etc.Marina Bay, ages standing, nowhere to sit, noisy. At check in they just seems to be endlessly tapping on the keyboard. Despite it being 6pm the rooms weren’t ready and we therefore missed our dinner reservation. When we got to the room there was no bed for our son. We were told he was expected to share the bed with us. A 9 year old with additional needs, he has to have his own bed. I then had to argue about an additional charge for a bed (bearing in mind you have paid £500+ for the room for one night. They eventually madding‘Complimentary’. After complaining, we were allowed a late check out. So, we went to the pool. Then came down to find the key had been disabled. Had to queue again in reception in wet swimming stuff to get the key sorted. Then another very lengthy checkout process, 45 mins again.‘I just don’t know why it takes so long. The Premier Inn is better! The rooms themselves are nothing special either.Carpets seemed musty and decor uninspiring.Ok. Well now for the positives, as you can see from misting my reviews we are very positive people 😄. The pool area really is beautiful, and a chance for amazing pictures.All staff were friendly throughout. Conclusion- mass tourism not for us.",August 2023,211,3.0
Exceptional,"The hotel itself is amazing and the rooms are fabulous but the main feature are the staff! We arrived from our flight at 8.00am and the wonderful receptionist found us our room which was already made up so we could check in immediately. The real star was the guest relations man, Din, who went above and beyond in helping us organise our brief time in Singapore. From advising us on attractions to booking tickets and organising our luggage for us he couldn’t have been more helpful and friendly. A big ⭐️⭐️⭐️⭐️⭐️ to him. What an asset he is to the hotel!Overall we couldn’t fault our stay at the Marina Bay Sands Hotel! A truly special place.Kristine, New Zealand",August 2023,12,5.0
Singapore's Best Hotel!,"Marina Bay Sands is a hotel where luxury and quality meet. This hotel has become a symbol of Singapore, a small yet vibrant country. You must definitely stay at this hotel, which is compact but offers a lot. Especially in terms of hygiene, it's extremely satisfying. As a recommendation, make sure to use the infinity pool at the very top. Very soon, with the use of AI (artificial intelligence) technology, we will be adding our reviews to all travel platforms in a completely realistic manner.""",August 2023,20,5.0
August 2023,"Pros. The staff were the most attentive, friendly and helpful people I have ever met whilst staying in a hotel. Nothing was too much trouble, they were genuinely interested in our well-being and any request was done at lightening speed. Everyone (bar tenders, room service, waiters ect) were all so welcoming and happy. Considering the size of the hotel, I was pleasantly suprised that we got the type of personalised service you would expect in a small,boutique hotel. When arriving, I would recommend using the app check-in to avoid the airport length queues. The room was clean and the toiletries included were designer. We ate at the Spago restaurant which overlooked the pool (we requested an outdoor table) and the service and food was exquisite. Probably one of the best meals I have ever experienced. Although the area around the pool was busy, the pool never felt busy so there was plenty of room to swim and to take those all important selfies! Cons. The bed and pillows were as hard as nails and it resulted in me getting hip pain for the following day. Although extremely spacious, the room was dated and very beige. It didn't look as 'sparkly' as it did in the pictures on the website. The majority of the restaurants which are advertised on the hotel's website are situated in the shopping mall so double check locations when booking. The outdoor pool is busy and beds go fast! We had to use two beds which were located in the water so there was no dry land around us to rest drinks on etc.  When leaving, we got a taxi outside the hotel and it cost us $60 but had we booked it ourselves it would have costs $35 for the same journey.",August 2023,14,4.0
Incredible but you need deep pockets,"Stayed for one night on the way back to England and the place is breathtaking in scale, architecture, ambition, the list goes on.  We booked the cheapest room which was still something like £650 a night and were told they didn’t have a high floor room as requested but could offer a comp upgrade to a suite but be aware it’s near where they are doing renovations and there would be some noise in the daytime which didn’t matter to us as we would be out.  The suite was breathtaking - bigger than the upstairs in my house, massive dining / living room, separate pool room / bar, massive double balcony, the list goes on.  We were on the 51st floor with amazing views and only 6 floors from the rooftop pool which was obviously amazing.  It’s busy up there but lots of loungers and generally a really special place to be.  We ate at Ce La Vie the rooftop restaurant which fitted my general observations that high up restaurants are generally overpriced and not amazing food - dinner for 2 adults and 1 child with a single bottle of wine was £330 and absolutely unremarkable.  Breakfast at the rooftop Italian restaurant was great though.  Location is obv great - walking distance to the Gardens and Avatar thing and all the shops.  This is a must stay location - if you can afford it !",August 2023,88,5.0
Amazing pool & average service,"It started with a long wait at arrivals desk as we noted that the price to pay shown was over 50% more than the reservation rate we were given at time of booking. Eventually sorted, no apology other than an explanation it was a computer issue. Room request for connected or adjacent rooms not met, not only that but one of our rooms wasn’t ready, after a very long flight this was also very frustrating. Rooms were nice and clean and the view over the gardens was lovely. The view from the pool is outstanding and in my opinion is the only reason to book this hotel. Staff were courteous but there were too many people everywhere and the level of service was not as expected for the price range.",July 2023,3,3.0
Marriage Proposal Accommodation Experience,"Like a dream, I actually fulfilled an important task in my life - marriage proposal in the most beautiful Sands Hotel in Singapore Manager Daniel has been confirming the details with me from whatsapp, and also helped arrange balloons and roses. Finally, he waited for us at the door of the room after get off work late. With the perfect assistance of his team, he completed this task. I am really grateful.",August 2023,2,5.0
Excellent workout experience,"The staff at the Fitness Cntr were gracious, welcoming and helpful.I forgot my workout gloves on the trip and I asked if they knew where I could buy some. By the end of my workout they had located a store nearby and provided me with directions. Well done!",November 2023,8,5.0
Whole city in this hotel,Very clean and organized hotel.Lots of restaurants in the hotel.You have everything here the staff are super helpful and trined. Although its as big as a city but it is very organized. The room views are just breathtaking.,October 2023,2,5.0
Great room! Awesome location and infinity pool access is worth everything!,Top luxury hotel in the heart of Singapore. Always buzzing energy around. Great breakfast variety! Infinity pool is really impressive and you have to experience it live.Just looking at it from the restaurant wouldn’t do it justice. We are very impressed by the room! Ferragamo bathroom amenities. Even the trash bin is real leather! Also loved the bay view. You can see the light show from the room.,November 2023,385,5.0
no hot water,"Have stay there 2 times now recently Nov 23 When you have a shower or Bath, I had the hot water tap fully on and the cold water fully off only got Lukewarm water coming through. I waited for half hour and still the same.",November 2023,1,4.0
Still nice and beautiful but the price point is starting to be too high for what you get...,"This was likely my 4th or 5th time staying at this hotel and the views never disappoint.  The brunch at Rise restaurant is also always special.  However, at this price point it's starting to get hard for me to justify the stay.  At approx $700 USD+ a night it was double what I've paid in the past.  I didn't see much to justify.  The minibar that I could enjoy (without charge) was quite bare with plain potato chips, an ""oriental cracker"" snack and some juices all full of sugar.  When they mentioned we could enjoy the minibar at no additional charge when we checked in I thought about past places like ""Upper House"" in Hong Kong that had free nicely stocked mini-bars.  This one at MBS paled in comparison.  The bath products are slightly better than what they had before but still not as nice as those I used at the JW Marriott earlier in the week (significantly cheaper price point).  I think going forward I might limit the nights I stay as 3 nights at this price point just was not worth it.  Breakfast should have definitely been included.  Another odd thing I noticed is that the entire check in team all wore ""in training"" buttons.  I wonder why they are constantly turning over staff so much.  It's a huge place and not very personal. While at the pool someone did walk around offering iced grapes which was refreshing.  This reminded me of pools in Miami but in Miami they offer more...  The views never get old and are among the best in Singapore.  If I'm forced to end with something positive, I do like that they extended the hours of the pool to midnight.",November 2023,40,5.0
Marina Bay Sands hotel & Gym,"The hotel was beautiful! Views were amazing, I would recommend the Garden by the bay room view! Everyone is super nice and accommodating. Breakfast buffet was awesome at The Rise. The gym was also one of the nicest gyms ever with great amenities! Def check out the gym if u can, special shout out to the nicest staff members working @ the gym, especially Roselyn and Lucy. They know how to treat a guest well!",November 2023,4,5.0
Fitness Center,"Was great, Roselyn and Chanook, very nice, made me tea, showed me around well, the fitness centre was great. The rooms were beautiful, loved the complimentary fruits and wireless headsets at the fitness center as well as the towels in the shower and shaving kits",November 2023,1,5.0
A positive experience at MBS fitness centre,Visited the newly renovated fitness centre located at level 3 exhibition centre. The staff were friendly and approachable. The fitness equipment was well furnished and refreshment corner was well supplied with drinks and beverages.,November 2023,1,5.0
Fun and lovely experience at marina bay sands,"Lovely experience at the hotel and pool! Also, the gym was fantastic! Lucy and Roselyn were the nicest employees and we can’t wait to use the facility again in the future. The gym is clean and the equipment is state of the art. Not too crowded either",November 2023,1,5.0
Best experience!,We had a great stay at this hotel. Best View of Singapore! Best experience!!! Kudos to Honey from premium services for making sure we enjoy our stay. She's very friendly and knowledgeable and she explained very well the perks we have during our stay. Thank you Marina Bay Sands for making our 1st trip to Singapore extra special.,November 2023,1,5.0
Wonderful service,"Our stay at MBS was fabulous. We would like to thank Honey Casqujo and the premium services team. The service they provided is extremely good and thoughtful. They always check on whether we require any other assistance.The housekeeping, room service and other staff were all very friendly and helpful. The best service we have received so far. Thank you for making our stay so enjoyable.",December 2023,30,5.0
Great service!,"Been coming back in MBS for a number of times, but this is just the first time I tried their gym. It’s located in the 3rd floor of the Shoppe. Amenities are top notch, and the staff are extremely hospitable. Knowing it’s my first time in gym, the manager tour me around before i started working out. Special thanks also to Roselyn who offered me apple to eat while resting! Great feeling indeed! 😊",December 2023,1,5.0
Deluxe Room Skyview,"Excellent property and lovwtion was very great. The front desk staff, Ivy, is extremely efficient, pleasant and helpful. Property is clean and overall, a very very nice hotel to visit. Highly recommended!",November 2023,1,5.0
Incredible stay,"We had an amazing stay here - a huge hotel with everything you could want! Rooftop pool and restaurants were incredible and staff really friendly and helpful. Location central to see all the sights, and despite the size of the hotel we felt we received a really personal service.  Totally recommend this experience.",October 2023,161,5.0
Energizing and relaxing,"Staff are the best, very friendly, kind, attentive, cordial and the gym equipment is very complete. Love the coffee machine and cold towels. The gym and the bathrooms are perfectly clean and welcoming",December 2023,1,5.0
Checked in to room with used items left behind by previous guests,"Couldn't find any channel to provide our feedback. Check-in was fast and the lady provided us with all the information needed. Upon check-in, we were told that our room given was newly renovated and held high expectations for it. The room given looked very modern, new and brightly lit, only to notice in the evening that there's used cotton bud left behind uncleaned and when we return from dinner, we noticed that there's pieces of used tissues found on the sofa behind the cushion, which left us in disgust. Cleanliness these days are the utmost important factor, so to have items that are used, left behind by previous guest (or god knows how many guests before you) is totally unacceptable.This just goes to show that the bed board was not clean and dusted, neither areas of the rooms cleaned and inspected prior to giving out to guests at check in. With rising cases of COVID in Singapore, we thought hotels would ensure that their cleanliness is tip-top but this was not in our case. Despite the points raised above, the services we received from the hotel staff were still commendable.Just a note, we stayed in Tower 2 , room 1073 from 07 Dec - 08 Dec '23. With this review, we just hope this will alert the hotel in ensuring all rooms are thoroughly cleaned prior to every guests' arrival.",December 2023,81,2.0
Great hotel and nice Gym,"First time writing this,Great hotel best service and customer service all the staff  so friendly and helpful 😁😁the staff at the gym is nice and helpful.He give me tips on where to go and what events i must see and must try places to eat in Singapore thank you Affa for great help. 👍I will come back again.",December 2023,1,5.0
Bucket list,"Bucket list to swim in the pool. Done that, totally amazing, cold to get into which was a shock but the views are amazing. It is glorious. Would I stay there again, No.A very very very expensive hotel.Breakfast was a bun fight especially at the weekend. If you are really lucky they will offer you outside under the flyover with no shade, a delight, we opted to stay inside for our 2nd breakfast.Eggs took an age and boiled eggs were cold. Juice was watered down.The room we upgraded for a view over the gardens which was beautiful but on reflection was it worth the extra money probably not, but it was nice to have a balcony. Bed was like a brick if we had been staying longer than 2 nights I would have asked for it to be changed. It was a bucket list ambition glad I've done it but unless you have very deep pockets and we saved hard to afford the 2 nights we had think carefully before you go we got into the pool 1 time due to the weather.Glad to have done it tho.",November 2023,68,3.0
At least once in a lifetime experience,"The harbour view from the room and the infinity pool were amazing! The room was spacious for a family of 3 and the room amenities were incomparable to other well known hotels. We even had a free birthday cake and red wine to celebrate my husband’s birthday. Special shout-out to Honey, our ambassador, for going above and beyond to make our stay truly a memorable one.",November 2023,2,5.0
Infinity pool is AMAZING,"We really enjoyed the hotel, and especially the infinity pool. Even though it was raining and the pool was closed at some point, we managed to use it twice and it was an incredible experience.I highly recommend the pool, even in the rainy season - it’s still worth it! If it’s closed, just check every 30min and you’ll be lucky.",December 2023,30,5.0
Incredible Experience Hotel,"We stayed for 4 days and had a wonderful time at Marina Bay Sands. This is a very large hotel resort with so much to do in and around the resort including a 24 hour fitness centre, casino, conference centre, incredible shopping and dinning options as well as other attractions locally via the metro, MTR service, walking or taxi. The service and staff are all quite exceptional and very well trained, in fact you can identify staff in training by their lapel badge only! The views from multiple aspects of the resort are magnificent and there is also a viewing gallery on the 57th floor available free of charge to hotel guests. Our room was spectacular in many ways with our selection of a garden view and the views over the Marina Bay Gardens were wonderful.",November 2023,182,5.0
"First time, worth it! A place beyond compare!","This is our first time here in singapore and we stayed at Marina Bay Sand , it’s a Very beautiful and amazing place . We love the facilities and the staff are very friendly and accommodating especially Sheila Anciano . We had our breakfast buffet at RISE, there are a lot of options in the buffet. The food all great and worth-it. Their staff specifically Yoon and Raja who assisted us and they are very helpful and friendly. Also in the second day we had our coffee at Renku Lounge. Coffee was perfect! They provided us perfect service , the staff very accommodating Sheila, Povin, and Jehan. Also regarding our luggage we have total of 10 bags and the bellman was very friendly and helpful staff Lawrence. The staff made us feel at home in Marina Bay , a place beyond compare. Highly recommended hotel!",November 2023,1,5.0
Had a fabulous time,"Had a fabulous time our first time staying at Marina Bay Sands.  The hotel is exquisite and staff are very friendly and professional.   Our concierge Honey was exceptionally friendly and accommodating in making our visit comfortable and memorable.   I definitely would stay again.Aloha and Mahalo, Fred & Jocelyn Barbosa",November 2023,1,5.0
MBS - Memorable and Beautiful Stay,"My family and I truly enjoyed our stay at the MBS. Upon arrival, we were happily greeted and welcomed by the Guest Services team (Imran, Marvin & Lawrence) and assisted us with our luggage. FO-Yve was very friendly and accommodating as she process our rooms. She was very informative with all the queries I had.  I would like to commend FO-Kerry & GR-Pau for their pre-arrangements and  made our entire stay very comfortable and memorable especially for my mom (elderly), who was truly in awe since it was her first time to visit Singapore and stay in MBS. Waking up in the morning was absolutely beautiful with the view.Our Room Stylist-Xing Wen went beyond an extra mile from our expectation, something I never experienced with other hotels. Every MUR was a surprise! Xing Wen probably saw the book I was reading on my bedside and gave me a MBS bookmark, arranged my charger with a MBS cable winder and provided a MBS pouch to replace my ziplock bag for my toiletries. Simple gestures like these can simply mark incredible memories.Special thanks to Sandeep of LAVO for the great service and “Welcome to Singapore” cake. Definitely, one for the books. Also, wonderful thanks to GS-Edz for assisting us with the wheelchair, GR-Alannis for the warm send off and GS-Sara for our luggage down.",November 2023,1,5.0
Anniversary at the Marina Bay Sands,"My wife and I recently stayed in Singapore to celebrate our 25th anniversary. I wanted to treat my wife to luxury by staying at the Marina Bay Sands hotel.We walked in and spoke with a hotel receptionist (KC) whose service was impeccable and she went above and beyond what is required.Thank you so much KC and Marina Bay Sands, you made our anniversary one that we will never forget.",November 2023,2,5.0
Amazing experience!!!,"If you come to Singapur don’t think about it: just enjoy the experience of staying here!!! Is another world!!The rooftop Pool to enjoy the sunset time and skyline with a cocktailTeam was so profesional and kindWe was upgradet to a Suite on VIP zone on floor 41: this was amazing, gorgeous pure luxury with best views and the most confortable bed I never sleepedOur butlers was so kind and helpful,They take care of us all time!!!The breakfast in Rise : you can find  food from around the world and with very good qualityThank you so much Lucas, from reservations, to make the trip for my husband 50 birthday unforgetable!!!",November 2023,6,5.0
Amazing facility and super nice staff!,Very nice gym and new equipment. Has everything one needs! The staff was very helpful and friendly. Lucy and Oddie were super sweet and made my experience so much better. Everyone should come and have a nice workout!,November 2023,1,5.0
Lovely but……,"I don’t want to sound ungrateful or picky as this IS a lovely hotel. The staff are incredibly nice and it is a destination experience but is it 5 star and is it the best I have stayed? Honestly no, we did all the pre-booking registration via the app as requested. I found the App difficult, clunky and constantly logging me out. Time to book in and the App was down. Luckily we were usher to one side and the old fashioned check in commenced. Nice room, clean but a non renovated one and a bit tired. It was my husband milestone birthday and a lovely cake was waiting in the room for us. During a few days at MBS we tried room service (breakfast and dinner) buffet lunch & breakfast, drinks & snacks at the pool and a few of the restaurants in the mall. All fantastic- not a bad meal anywhere and always lovely service but nothing personal. Other than a piece of cake on our first day, which wasn’t his actual birthday during the stay there was nothing. We had to ask for room to be made up, drinks in mini bar to refill and amenities. Once we checked in, that was it. Very underwhelming. Bit of a shock after we flew home to find the full bill for the stay removed from the credit card while the “hold fee” which was also the full stay rates and the deposit had been removed from our credit card. Several emails with NO reply at all and the money was returned 2 weeks after leaving Singapore. Beautiful hotel? yes, lovely and pleasant service when they are in front of you? yes, spectacular views and stunning hotel? yes, yes, yes. Am I being picky or unrealistic? I don’t think so,  Being forced to use the App which isn’t the best, having to ask for basic amenities to be restocked during multi day stay, having no personal touches during a milestone and then having billing inquiries not responded too is not comparable to any other 5 star hotel I have enjoyed. I would certainly recommend a night as a bucket list adventure, pay the big dollars to experience the pool and hotel.However as a multi day stay in my experience had no benefits, once you were checked in, that was it. Even checking out was just putting the room key in a mailbox type slot and being pointed to the taxi rank. Never had that type of “greet then forget/ignore” type of service from a 5 star hotel before.",October 2023,225,4.0
Yet another pleasant and enjoyable stay at MBS,"This is yet another year we booked ourselves a stay with MBS to celebrate our wedding anniversary. We must say their services have again lived up to our expectations. We are super grateful to Ms Nicole Lee and her team who helped us facilitate our booking and their thoughtfulness in arranging the amenities (noting that we have two young kids) really made us feel at home... Their service staff and reception staff are very cheerful and respectful and kept checking on us if we needed help with anything. A pleasant incident we experienced at RISE restaurant for our breakfast where their staff (upon seeing us with young kids) offered their help with our food have shown their professional hospitality attitude.The room we had is fabulous - clean and neat, spacious with a very mesmerising city view.. it was so comfortable that our kids refused to leave the room... On top of the excellent service by their staff and great hotel facilities, the proximity and accessibility to sightseeing spots, transportation and shopping cetainly made MBS a very good choice of stay.",November 2023,2,5.0
Luxury incarnate !,"MBS was one of the most luxurious properties we have visited. MBS never ceased to delight me and my 13 year old daughter, with its food ,ambience, service quality....It was an amazing stay! It was a very smooth visit right from the check in to check out!",November 2023,4,5.0
Revisit to MBS,"Pillow is a little too hard at our T3 room. Visited the new gym now located at L3 convention hall. No longer at Level 63. View is no longer as wow as before.2 very attentive staff at the gym, being served by Uma and Roselyn. Customer obsessed service. 2 thumbs up!!",November 2023,73,5.0
Amazing experience,"Our experience at the Marina Bay Sands Hotel was out of this world.It was my husbands 60th birthday and they upgraded our room to a Premier Suite with a city view from the room we had booked.The suite was incredible, never seen anything like it.We were shown to our room by the guest relations lady called Honey who was amazing, she explained every little detail of the room and how everything worked. Honey was so efficient, friendly and welcoming.The hotel arranged for a bottle of wine, chocolates and birthday cake to be delivered to the room which was a beautiful experience.Nothing was too much trouble and Honey kept in contact with us during the stay, making sure everything was ok.Everyone should have an experience at this hotel.",October 2023,3,5.0
Superb hotel,"Overall feedback, the hotel is very good in every aspects. I.e : clean room, good customer service, wide spread food choice and great hospitality. MBS hotel staff are very helpful especially, Ms. Susee from the Concierge Paiza front lobby , who is friendly and resourceful.",November 2023,1,5.0
It's all about the pool!,"Was expecting great things from this hotel.Had wanted to stay here since hearing about it's reputation and from people who've stayed here.Our room whilst nicely appointed and had a stunning view over the city was I thought a little underwhelming for the price (we paid about $AUD 860) and didn't include breakfast.If you stood at the end of the corridor next to our room you could have another great view so dragging a chair out there is a good idea.A large part of it's appeal is THE (rooftop) pool!  I had to experience this as it's well promoted and didn't disappoint.  There were plenty of people taking advantage of it at the time but it wasn't crowded which was great.  The views over the city are stunning but it was lightly raining that day and was ""freezing""!  About 19/20 oC!  I was still going to enjoy it though.  There are some shops up there but I didn't have a good look at them and think that they were just bars/cafes.  They had lifeguards that were in the water constantly presumably so that if they have to ""rescue"" someone they can do so quickly.   Easily spotted by their wetsuits.At the ground level there were a lot of shops and restaurants but also had an escalator that took you to the shopping centre across the road.  Allow plenty of time to get around it as there's a number of floors and the food court alone was a 15-min walk.Great place to stay.  Would do so again.",March 2023,6,5.0
Short Luxury Stay,"We spent 3 nights at the MBS on the way home from Thailand. Nice newly renovated room on a high floor with Garden views.The room was a good size and well appointed. The bed was extremely comfortable. The balcony had great sunrise views over the water, but you could also see the supers grove and watch the nightly lightshow(and even hear the music that it was set to).Staff were very friendly and helpful.The pool has fantastic views and there were water and sunscreen stations. I personally found the pool area too crowded, as this is a bucket list item for a lot of people so lots of people in the pool taking photos..it was even more crowded on the weekend. Even at 10pm there were lots of people in the pool. It is a great experience though and the staff always managed to find is deck chairs even when it was busy.We are at Bread Street in the Shoppes and also Spagos on the Skygarden level. Both different, but great food and service. We also had room service breakfast one morning, which is a great experience not to be missed.I used the gym every morning. Good gym, staffed and usually busy at 7:30am but had everything you need.Minor issues, but in our opinion the drains smelt, even on level 39. The smell seemed too come from the floor drain in the toilet and also in the shower. It also took a long time for the hot water to heat up in shower and sink. Minor gripes but people could find the drain smell off-putting.We’ve stayed in lots of hotels in Singapore over the years but this was the most luxurious, but be prepared to pay big $$$ for it.Well located on top of Bayview station to get around.If you want a luxury stay and are prepared to pay for it, this place is highly recommended.",October 2023,298,5.0
"Marina Bay Sands, a place well worthy of your bucket list","It was 2010 when I first visited MBS. Since then, our family always visits Singapore at least twice a year and stays at the same hotel. Thank you for remembering us after all these years. Every stay at your property has been superb. But our most recent stay was out of this world! We particularly appreciated the extra-attentive treatment as we were introducing our friends to stay with MBS for the very 1st time. This started with the complimentary limousine pick-up service the moment we landed at the airport; followed by being greeted at the hotel by the guest relation ambassador, Pauline Alcazar who guided us through the in-room check-in service. Our friends loved, above all, the rooftop infinity pool, where our kids spent hours enjoying the sun and the poolside snacks. (Please try out the chocolate chip cookies!)Our newly renovated room was located in Tower 2, mid-floor. Loved it! Absolutely the best angle to watch the 8pm lightshow! And even though it was a short 3d2n stay, our kids took so much advantage of the in-room dining and walking across to the main shopping mall. On our last day, guest service gave us an extended checkout time so that the kids could enjoy an afternoon swim before we headed to the airport. The amazing guest service crew, Honey Casquejo arranged a limousine to drop us off at T4. Everything at MBS, including the staff (especially Michael Lee who leads the Concierge and Guest Services) once again created unforgettable memories for me, my family and now also my friends, who have already started planning their next trip to MBS.",September 2023,6,5.0
If you don’t spend your money on Marina Bay Sands your children and grandchildren will so just do it.,This building has become the icon of Singapore for good reason. We stayed 2 nights as a end of holiday treat. Check in was busy but easy.  We got a level 33 room with stunning views over the gardens and out to sea across to Batam. Well worth spending the extra for the room. It was big and very well appointed. All the staff are courteous and helpful. The pool on the roof is amazing but does get crowded. I found early morning swim best to avoid all the instagram wannabe models posing for photos but each to their own . Personally I wanted to enjoy it for myself rather than convincing the rest of the world how much of a good time I was having. But yes I have to admit to taking a selfie by the edge of the infinity pool. We had the breakfast buffet on the roof top which was up there with the best of them. All the choices you could ever want. The area around the hotel is good with plenty of attractions within walking distance.Yes it was the most expensive hotel room I have ever booked but yes it was good and yes I would recommend that you do too.,October 2023,66,5.0
Gym experience,It’s a very pleasant experience to  work out here. Oddie and Roselyn are very hospitable and definitely quality in their service. They provide free coffee and snacks as well. Would definitely come back here again.,October 2023,1,5.0
Overall good,"Overall good Service from Oddie and Roselyn :) Free Water, Coffee, Towel, Appels etc. Pretty much space and just a few people here. Ein Laufband hatte Probleme mein Herzschlag zu messen aber das ist okay.",October 2023,2,5.0
Nice and relax,"Staff are very nice and helpful...the environment overall is good, got motivation song and  got qr code to scan and teach us how to using the equipment. Some more also got a complimentary coffee and tea. Love it..",October 2023,1,5.0
The pool and the view are unbeatable in Singapore,"Short business stay. Unfortunately only one night. Super offer received. Price not quite as high as expected. Service, cleanliness, friendliness was very good as expected. In addition, the international flair. Everything perfect.",December 2022,58,5.0
You pay a lot but you also get an amazing experience (especially in the new refurbished rooms)!!,"The hotel is an icon and you really have to pay a fortune for a simple room but if you arrive and you are so extreme nicely treated at check-in by a lovely receptionist who really understood that the visit for us was extra special no one thinks about the money anymore. Just a once in a life time experience. The new refurbished rooms are really, really amazing",May 2023,437,5.0
Excellent as expected,"The hotel view, facilities, and comfortable beds are worth the price!My family and I decided to stay at the Marina Bay Sand Hotel as we would visit our favorite place, Garden By The Bay. As expected, they have excellent service and facilities. The hotel staff were friendly and helpful from pre-arrival to checking out. I also had a good stay and rest in the hotel. However, the most memorable highlight was the breakfast. I chose Spago & Bar at Level 57, where I met Shahran, Aniel, and Jello. I shared that I had food allergies. They attentively helped me choose the menu and ensured all family members enjoyed breakfast. I also told them that I needed good coffee to start my day. Surprisingly, the guys also told me they could make us cups of good. It was the perfect delicious coffee! They selected good coffee beans, and the staff had the proper technique!  My family and I still talked about this experience at home. Ultimately, I drank 3-4 cups of coffee and chatted with them, and they (and the coffee) made our day! The restaurant reception staff was strict, so I didn't expect to meet these helpful and warm guys. The food was lovely, as expected, but I doubt I would meet the attentive, courteous, and friendly service experience in other places in Singapore.",April 2023,32,5.0
Best experience we ever had with Marina Bay Sands,"My husband and I had our wedding at MBS and we have got to say it is the best decision to host our wedding at MBS. From the start of choosing location for our wedding and the in charge for us was Ms Rachel Ho who was literally one of the best that have been liaising with us with everything regards to our wedding. She was the sweetest and most patient person I have ever met and really want to thank her for assisting us with it as it was really not easy managing everything and we cannot thank her enough for everything that she has done for us! We are so thankful and lucky to have her for helping us!Next we would love to thank the premium service team especially Mr John and Mr Daniel Tuang for the exceptional and outstanding service!Assisting us even before the actual wedding day itself! 1 day before the wedding they gave us a call and checked with us with regards to our programmed flow after our wedding, if we required assistance, if we required any parking car service for our personal vehicle as well as give us a run down of what to expect after the wedding which is something that I personally really appreciate, as I love to have things planned and known beforehand and them making that call gave me a lot of reassurance.On the day itself Mr John and Mr Daniel Tuang assisted us with checking in of our rooms as well as the checking in of the additional rooms we have booked for our families which personally i felt that it was really sweet of them to do that for us. Not to forget the smooth procedure of getting our items and having them to be brought up to our rooms. During the 2 night stay they were excellent, checking in on us and making sure that we are so well taken care of that it made us want to come back again to experience the immaculate service that was provided to us!  I cant express enough how excellent and great the service is except that Mr John, Mr Daniel Tuang and the premium service team really live up to the expectations of the world class image that people have of Marina Bay Sands. They are indeed a great asset to Marina Bay Sands and my husband and I would like to say thank the team for the excellent service down to even on the last touch point  which is the check out day itself.Mr Daniel Tuang personally came to assist us with the check out and not to forget about helping us to get a vehicle service to send us back home. That was really a lovely touch at the end of the whole stay as that personal touch jsut shows how much detailed and personal service the team has for their guest! Would definitely recommend to people the excellent service given by the premium service team.",September 2023,3,5.0
