Review Title,Review Text,Date of Stay,Author Contribution,Rating
Exquisite experience in Singapore,"I am madly in love with the place. It was our first family trip to Singapore. Everything is unbelievable, every step feels like an adventure and our kids were in awe. 6 days in Singapore is too short and we should have stayed longer most specially in Marina Bay Sands. It was our dream to go up on top of that building and we finally made it. I would like to thank the check in staff who gave us a complimentary upgrade to the newly renovated room as it looks so upscale though i was not sure how does the non renovated room looks like. I remember her name is RJ, she was very pleasant and efficient. The waiting time  in line was very long and tiring but it was all worth it upon our turn to checked in. She welcomed us with a very warm smile and enthusiasm and everything has switched into a positive vibe.  The lollipops for the kids is a plus and the kids books too which makes the kids at ease while waiting for our turn. I didn’t expected to get our room ready as the check in time is 3pm but RJ was too fast and efficient and made sure that we can get a room as she knew that we were travelling with kids. It was a plus for the upgrade and we really wished that we can stay longer. The pool is amazing and the view of the gardens. We have tried the buffet and everyone enjoyed it so much, they have too many options for the buffet. The hotel is too crowded and people are everywhere. It was a good vibe though not the usual hotel that you can imagine. We will definitely come back. Thank you for the great experience.",June 2023,2,5.0
Premium holiday!,Husband and myself stayed for 1 week to celebrate our 24th wedding anniversary. The moment we stepped out of SVU from the airport we were welcomed by Yasmina who made check in and our check out easy! Not having to line up at the counter after a long flight. Premium service gave that extra personal touch. If we needed anything or need bookings Yasmina was able to assist. Even decorated our room since it was our anniversary. The room was magnificent as it was newly renovated and the view was what you paid for.  Staff were always professional but friendly. I recommend Sands premium booking at Marina Bay Sands as you won’t be disappointed! Thank you Premium Services MBS!We will see you again!,June 2023,1,5.0
Marina Bay & Joanne- Exquisite above the rest!,"Thank you Marina Bay Sands for giving my family THE BEST vacation! The place is spectacular, everyone is so hospitable and the feel of the hotel is amazing with so much to do, a plethora of food options to indulge in, shopping and the one of a kind rooftop infinity pool! The immense amenities will blow any other hotel away! I must give my highest praise and thank you to Joanne-assistant mgr of premium services. She provided the most amazing hospitality like no other hotel we stayed before! We stayed 4 days in Marina bay then decided to stay in the city but was highly disappointed.  We called Marina bay and although they were fully booked, Joanne worked hard to help find rooms for my family and even offered to pick us up to transport us back over so that we can end our vacation right! She really went above and beyond for my family of 7! This is the epitome of customer service! MBS...she is a GEM!! I will be forever thankful to Joanne for the top notch hospitality, ensuring every detail of our vacation was so wonderful and making sure my kids, parents and family had the best time! She won our hearts and our love for this hotel!   This is the only place to stay in Singapore...everywhere else is incomparable! If you want a memorable vacation...Marina Bay is it!!  Joanne you are THE BEST and really exemplify the exquisite premium service that puts Marina bay sands above the rest! We will never forget you and your team.  Thank you for making this the best vacation for my children, my parents and my husband and I!! You are the reason we will be back and spread the word that Marina Bay Sands is by far the best place to vacation!",July 2023,2,5.0
Amazing hospitality!,"We have never been so ‘looked after’ at a hotel. The staff from the premium service team were amazing! Friendly and caring without fault. Our room was outstanding and we can’t wait to go back. Highly, highly recommend.",July 2023,2,5.0
Amazing hotel with fabulous swimming pool,"Great hotel, really nice breakfast, great service from arrival and all throughout stay, super clean and amazing swimming pool! The view from the room was just stunning (ask for a room higher up, it is worth the additional cost).",April 2023,43,5.0
Birthday Surprise,We went to one of the restaurant for my daughter’s birthday and we had a wonderful experience as the staff did an amazing surprise for my daughter by arranging a beautiful chocolate cake as well as singing the birthday song by almost the entire crew beautifully with mesmerising rhythm as I only informed the manager to get us a best seat since it’s a special occasion to be remembered and my daughter was taken off the ground as she didn’t expected anything like that and we will cherish those moments forever.,November 2022,1,5.0
Inconsistent staff and rude guests,Had a great stay here. Got upgraded to a higher room for my birthday and chocolate cake in room. SkyPark has great views but is ruined by the guests - some are incredibly rude to the staff and it’s just embarrassing/upsetting to be around. We were allowed to use SkyPark for the day after we checked out but the shower facilities are not nice at all and definitely not 5* level. All staff were lovely and accommodating aside from check out where the process is very rushed and impersonal - feels like because you’ve stayed and they have your money they no longer care about your experience. We found Andrea and Patrick at Tower 3 check out particularly rude (there was a man who i didn't get the name of handing out water to guests who was great). overall it is worth coming here for the views and rooms but Skypark is subpar for a 5* hotel.,May 2023,56,4.0
Best Service in MBS,We have been very delighted with the premium service of MBS. Joanne and John have shown us great hospitality and helped us in making our stay very good. They even helped us for planning the attraction we should while we stay in Singapore and also suggested us with good place to eat. Thank you so much for your service. We would love to visit back soon.,May 2023,1,5.0
"When at the MBS, ask for Andre, Silver, and Ramon! For weddings, Rachel, Ken, and Raimondo are THE A-TEAM!","Singapore is a world within our world, but the Marina Bay Sands is a special world apart! We booked our wedding at the Convention Center and enjoyed an extended stay at the hotel.  Our only regret was not staying longer to take in all the rich amenities on offer at this amazing property.To us, MBS is a marvel of soaring architecture that has been distilled into an intuitive, uniquely human, and tactile environment.  At every turn, there are thoughtfully-curated vignettes that embrace and delight.  When you layer in the courteous professionalism of EVERY team member we encountered, you are left with the impression of being cocooned in a climate of uncompromising and unapologetically-personalized customer service excellence.  Rachel, Ken, Raimondo and their team members created an EPIC wedding venue in the Begonia Room that was part Singapore, part Hollywood, and pure MBS!  The meticulous attention to detail during our long distance planning (from Atlanta, Georgia, USofA) and later onsite execution by the build team was matched by the service and wait staff in every meaningful way.  Every guest walked away with the impression they had experienced a singularly special event.Andre and the Premium Services Team contacted us before arrival, arranged transportation, and were waiting to introduce us to the property and our lovely, pristine, and richly appointed room.  Each and every venue we encountered, from the Infinity Pool to the Banyan Room and several restaurants in-between were feasts for the senses and echoed the epitome of quality and customer service.  Of the way-too-many staff members to name, Silver and Ramon stood out as singular exemplars of the MBS brand.To everyone at MBS, we salute you for doing both the little and the big things right, for being amongst the very best we have encountered in our decades of travel, and for creating a memory for a lifetime and beyond. f&T  :)",May 2023,3,5.0
Best room ever stayed in,"The new sands premier suite was top notch, from personal service, limousine pick up/drop off, to amenities - including Dyson hairdryer, wireless charging dock. My kids had a splashing good time in the huge bath tub. The room had smart features. The toilet bowl cover would open by itself when it sense u entering. Wished it would also automatically close the cover first before the auto flush comes on. We would definitely stay again. Amazing views of the city.",April 2023,2,5.0
Outstanding service and quality.,It was excellent service by Premier team. Very responsive and service even with WhatsApp messages for car or extra service promptly. They assisted in yours recommendations and arrangement for booking restaurants. Hotel is making and location is superb.,April 2023,3,5.0
Excellent Customer Service,"This hotel is fantastic to stay in.  Every staff member we encountered during our stay was friendly and helpful.  Customer Service is excellent, from the Room cleaning staff, Poolside staff and through to the Check In/Out staff.  Nothing was ever a problem and we were always met with a smile.  The views from our room were spectacular.",April 2023,3,5.0
Marina bay sands,"Marina bay sands was amazing stay!We would like to say thanks specifically to Ruby from the front desk who checked us in the hotel, your welcoming and explanations  were great, and really made us enjoy our entire staying, we will definitely return!!",April 2023,13,5.0
Great Experience,"Great hotel.  Services are great, even though long queue during check in, friendly staffs greet the guests with drinks.  The room not that bad, but for once trial only, will not spend nearly 1k per night for next trip again.  There's complimentary drinks and coffee machine with the capsules, good for coffee lover.  Our room is city view, nice.  Wi-fi provided were strong, as long as it's connected, your phone is connected to the interview at the whole building, even the shopping center, this is very impressed! Room key required to access to Roof Top Pool and Observation Deck, great experience.",March 2023,269,4.0
Incredible honeymoon stay,Stayed here for the first leg of our honeymoon. This hotel really is spectacular and worth every penny. We were very kindly upgraded to a suite on the 53rd floor which was super appreciated. The view was phenomenal and the room was bigger than our house! The room was always kept clean and had all the facilities and amenities we needed. We enjoyed the pool and used it a couple of times to see the view at nighttime and during the day. Would always now stay at this hotel when visiting Singapore.,April 2022,48,5.0
Hugely disappointing,"The hotel itself is so vast it feels like a shopping centre. Rooms are average, a similar level to the Fullerton and Park Royale, despite the latter two being a fraction of the price. My room was a lower level so I view (and noise) from the road both sides. Room service is crazily overpriced. Incredibly inflexible over later checkouts. Only reason it doesn’t get 1 star is because of the impressive pool.",March 2023,39,2.0
An outstanding world class experience,"An outstanding experience from the moment we stepped off the plane - hotel staff were there to greet us, navigate us through immigration and to our hotel car. The Premium team made our check in, and day to day activities seamless. The Club 55 breakfast & cocktails were excellent, the staff were the best hotel staff we have experienced and are to be congratulated. The hotel design and presentation was superb. Every little detail was considered and executed to perfection.",March 2023,2,5.0
Memorable Short Stay,"As per usual the stay was memorable. The news room was very nice and all staff super friendly.A big shout out to premium services. They were very attentive to our every need, especially Mark. Thanks MBS",March 2023,2,5.0
Top notch hotel,"The hotel room was clean and the stay was great. All the staffs were so friendly. However, it would be better if the kids pool could be heated as it was too cold for kids. The toilet could be improved to be installed with bidet spray and shower head.",March 2023,165,5.0
Service Attitude and Car Park,"Very bad services rendered. When you see the smartly uniformed security officers, when you approach them, the pretend not to see you and walk away. Furthermore car park facilities also poor,always full.",November 2022,1,2.0
A+ stay,"Good stay overallKing superior suite was excellent in tower 1Infinity pool is one of the best I have seen Brilliant views from all angles Check in process a little slow and clunky Breakfast not included even at high room rate, this is poor Garden by the bay are a must visit.",March 2023,66,5.0
Amazing,"Expensive but worth it. All views are spectacular. Gym is great. Rooftop pool overlooking the city is a must see. Spacious rooms with a minibar. If you can get the money together, it is absolutely worth a one night stay in this place. It is unforgettable.",September 2022,4,5.0
The most overrated hotel experience?,"Marina Bay Sands is definitely a bucketlist destination but having stayed there once we would never head back.  Don’t get me wrong the building is impressive, views breathtaking, the room was magnificent and the SkyPool is an amazing engineering feat.  I found the staff hugely attentive and very friendly, but it was the frictions and irritations along the journey that soured the experience.From a slow, we’d say painful check in, to long queues for well just about everything (pool lounge, breakfast table, etc.) and so overpriced.  We had a spa experience in the Banyan Tree which was nice but not worth the price tag attached.The one standout experience for me was aBirthday Dinner at LAVO.  The food was great, the service excellent, cocktails expertly mixed and a complimentary birthday dessert a very thoughtful touch.It is curious that it looks like a ship atop the towers as the experience really reminded me of being on a budget cruise.  Maybe scheduled breakfast slots, staggered check in and and lower costs of food and drinks might make the experience more enjoyable.Anyway been there done that, but not again at that price!",March 2023,2,3.0
Lifetime experience.,It was an experience swimming atop Marina Bay rooftop pool overlooking Singapore. The food multi cuisine was truly an experience by itself. The people were very friendly and very accommodating. It is one of the cleanest city in the world.,February 2023,1,5.0
Unforgettable birthday weekend!,"I booked the High Life package as a gift for my husband’s 30th birthday. Before booking I had a lot of questions which the members of staff at MBS were more than happy to help me with. After an initial conversation, I decided it would be the perfect way to celebrate his birthday. I was given lots of birthday options for how the room could be decorated. This whole process was seamless. A few days before our stay, Mark reached out to me to help with any reservations I wanted to make and to ask if there’s anything else the team could do to make our stay special.The pick up service was very punctual and our journey to the hotel was super comfortable - a great way to begin our stay! Mark greeted us at the car door and talked us through the hotel, the restaurants, timings and escorted us to our room.The room was incredible! Immaculate - with views of Gardens by the Bay, the Supertrees as well as the city. Mark and his team had left a handwritten birthday message and cake (which was absolutely delicious) for my husband. Needless to say, my husband was very surprised! Mark gave us a tour of the room and then left us to get settled in.During our stay, Mark checked in on us several times to ensure we were having the best experience. He responded to any messages or questions I had within minutes.My husband definitely had the best weekend celebrating. His review for the hotel and the team is below:Thank you everyone at MBS for an incredible birthday weekend. The service provided by Mark and his team was unlike anything we’ve ever experienced elsewhere. We were picked up in a car from our accommodation and taken to the hotel, here we were greeted by Mark and Rosie and welcomed into the hotel. We were taken directly to our room to be shown around. The room itself was amazing, the best hotel room we have ever stayed in and would definitely recommend to anyone. Mark and team were so kind, they set up happy birthday balloons in our bedroom, provided a cake as well as a hand written message wishing me happy birthday and a wonderful weekend. It was truly an unforgettable weekend, the hotel itself is well worth the money and we loved every minute of our weekend there. The highlights being the view from our room, the infinity pool, the restaurants, the spa and the surrounding Marina Bay area. Thanks again to everyone at MBS for making my birthday weekend one I will never forget!",March 2023,2,5.0
Best hotel in the world,"Absolutely phenomenal hotel in every sense. We stayed as part of our Honeymoon, and the staff could not do more for us! Beautiful room with a super comfy bed, we had an amazing view of the Gardens by the Bay. The Infinity pool was really the star of the show, we loved every minute of this stay. Would highly highly recommend",March 2023,46,5.0
MBS is the epitome of a true 5-Star hotel!,"MBS is indeed topnotch all the way! A five-star rating is an under-statement. Their attention to detail and responsiveness to customers are beyond expectation. The Premier suite is worth every penny. The suite is the definition of luxury and elegance. I usually carry my own hair dryer every time I travel. But this time I did not have to use it because MBS Premier Suite has the dyson hair dryer. From the amenities, toiletries, robes, slippers, beddings - everything is topnotch! But what impressed me the most is their excellent customer service. Shoutout to Mark! He was there during our check-in and he was also there to bid us goodbye when we left and made sure that our stay was as comfortable as possible. He booked our transportation; followed up on everything we need. He is a real gem! Thank you Mark and to all the staff at MBS, you guys made our stay most memorable and satisfying. It was an experience we will always treasure.",February 2023,22,5.0
Amazing time at Marina Bay Sands,We had 3 wonderful nights at MBS it is an amazing iconic hotel. We stayed in the Orchid suite on 53rd floor the views over the gardens by bay out to sea was superb. Our stay  was made even better by the Premium Services Care Executive Mark who was extremely helpful and there in an instant if anything was needed a real asset to the establishment. We also had wonderful waiter Alvin in club 55 hope all goes well with birth of your 2nd child.  In the Spargo bar/resterant  which has the best bar views in world when looking over the infinity pool as darkness falls  on  Singapore skyline. We   where cared for by manageress Ghigie and her wonderful staff especially Riza so bubbly  she was infectious you just had to smilr. I had to mention these staff as they were exceptional but the whole team are so good all made us welcome and our stay memorable. I feel quality of staff that spend time with customers make the holiday complete. We will be back,March 2023,21,5.0
A stay at the orchid suite,"Check-in at vip was fast even though we were early. Offered later checkout and they booked transportation to the airport at the check-in. Got some complementary coffee and coke while waiting (though added on the bill later on). Really nice big room even if its getting old. Wished a high floor and got 54. Amazing city view from the room.  Great service and staff at club 55 that were very friendly when arriving. And free ameneties is always nice with mini-bar included. Cleaning staff didnt know english, so hard to explain, and room service dropped bread on floor and left pieces which when we noticed didnt get cleaned so we had to pick it up from the carpet. Great laundry service. Pool amazing, unfortunately rather bad weather the 4 days we stayed. Its a bit pricey for the orchid suite but love to visit again. Close to MRT station and some of the more famous attractions and food centre close by if too expensive.",March 2023,1,4.0
Best hotel and service ever,"Simply amazing stay at truly the best hotel I’ve ever stayed at. From the super friendly staff to the amazing food amenities and of course “that pool” , it was truly a magical stay. We received an upgraded room without even asking and felt like celebrities 😂😂",March 2023,16,5.0
Worth EVERY penny!!!!!!!!! 5 Stars!!!!!!,"What better way to spend my 50th birthday than at the iconic Marina Bay Sands! It was soooo worth the 17 hr flight from San Francisco to get here! We were greeted warmly by the staff  and instantly felt their excitement for our stay. The room was worth every penny spent! The room was warm and inviting- with top of the line amenities! Nespresso coffee, upscale snacks, and best of all…. An automated toilet complete with bidet and heated seat!!!!!!! (My husband’s favorite part of the room! 😂) The pool is incredible and needs a review of its own!!!!!! If you’re willing to splurge on yourself…. The Marina Bay Sands will not disappoint!!!!! 5 stars from me and my husband and we will definitely return for future celebrations!!!!!!",March 2023,2,5.0
Luxury,"Luxos hotel with a beautiful view of the business center and gardens by the bay. Hotel restaurants at a very high level. A week is not enough to try everything;) The view from the infinity pool unforgettable. Highly recommend, especially the rooms above the 40th floor.",September 2022,55,5.0
Out expectations were not met - but service top notch. A little style over substance.,"Where to begin... Our sons (now 11 and 8) chose this hotel as their post COVID holiday after watching the BBC Race Across the World programme.  All they wanted was the infinity pool - and that didn't disappoint (although why is is not heated??!).  We went straight off the back of 7 nights at an amazing 5* hotel in Thailand and this was pipped to the the highlight of our stay.  However we left feeling a little disappointed. Pre arrival communication excellent and helped me arrange treats for my husband's birthday. We were apprehensive about the check in process after friends and colleagues stating how long it took, however they took one look at my husband on crutches with a broken leg, and whisked us into the guest lounge, which while took an age to check in (40 mins), we were sat down with coffee and the kids with lollies and drinks, which was very much welcomed. We were in a Deluxe King Sky View as it had a sofa bed for the kids, and the room was HUGE with the most amazing views.  However the room itself was very basic. We likened it to a Premier Inn (UK based will know what that comparison means).  It was a little dated but functional The biggest letdown was the sofa bed.  It was the cheapest, most uncomfortable bed we've come across in all our years of travelling (and we travel a lot).  The mattress was about 5-7cm deep and the kids could feel every spring as they sat on the bed and rolled over. We had to ask for an extra duvet just for them to lie on so they could sleep.  Not acceptable in a 5* hotel.But our biggest issue was the SMELL.  The smell as you walked through reception as divine but our floor, despite being non smoking, stunk like a working mens club from the 1980s.  Each time we opened our door or stepped out of the lift, the smell of smoke hit you and we were on a no smoking floor.  Why hotels in this day and age allow smoking I don't know, but it was vile.  On the plus side, the service was superb.  From the reception staff to the roof top bars, you were always greeted with a smile and a welcome.  Everyone went out of their way to help you.  We didn't have a great experience in the Rise buffet (see separate review) but loved the ability to come out of your room and be in the mall within 5 mins.  A big shout out to the lifeguard on the roof terrace (forgotten his name but used to work on the cruise ships out of Southampton, UK) - he was a delight to talk to and cheered us up each morning we went for a swim.Would we return? No, I think we'd head to the Fullerton or Raffles this time.",February 2023,91,3.0
Definitely the best hotel in Singapore,"Everything went smooth from the time we checked in until we left. Food was amazing. Service is efficient during my stay. Love the view from the infinity pool. The staff are wonderful especially Fir, Ravi & Reggine. They are very helpful, approachable & serve beyond their duties and ensured all the plans are in order. That says a lot about the high quality work that they doing with the team and the hotel. No regrets and definitely will be visiting again.",March 2023,4,5.0
Marina Bay Sands Hotel experience,A person I know stayed here and thought it was great so I had to do the same.The design of the building is fascinating and a great landmark in Singapore for kms around. The top part which looks like a boat is the famous pool with a view to die for and a bar in the middle. I absolutely had to try it out but it was cold in the water and only 21o or so out. Freezing!Even though I paid about $AUD 800 per night the $52 breakfast was extra! So we went elsewhere for it.There is a pedestrian walkway to the MBS Shopping Centre which is handy although the food court is a good 15 min walk.On the ground floor there are shops and restaurants.Would stay here again but not good value for money where the brekky's concerned as I've paid a similar rate at other places and got brekky.,March 2023,8,5.0
Hospitality needs to be improved,"We were staying in Room 4101 from 26.10.22 to 29.10.22 & found service very poor. Water was served in broken glass, food was served without covering. After complaining 3 times, glass was changed after 20-25 mins. No regrets from hotel side. This shows poor hospitality. Hotel is pretty good, luxurious & at prime location. Options for pure vegetarians & indian foods are very less. This needs to be taken care off. Better to stay only 1 night to enjoy INFINITY POOL. Nothing more great about it.",October 2022,8,3.0
Spectacular view and memorable experience,"Be prepared to queue for your check-in.  We waited for about 20-30mins to check into this 5 star hotel.   The hotel lobby area is big and looks like it can be access by lots of walk-in non-hotel guests  as well, there are not enough seats for hotel guests.  Room is big and comfortable.  We came to Marina Bay Sands to enjoy the view from the room. and that we have achieved. The view from the gym, bar and infinity  is spectacular.  Highly  commendable are the hotel staff - very friendly, respectful and helpful.",February 2023,5,4.0
Simply excellent,We stayed on a Sunday night to celebrate my partner's birthday while we were in Singapore and the experience we had was simply breathtaking! Upon checking-in we were greeted by Shataz who took us up to our room and made us feel right at home. Shataz's warm and friendly nature made us feel very comfortable and nothing was too much of an ask. A big slab of chocolate cake and a candle was on the table for my partner for her birthday which was a lovely touch. Showers were made available for us after checkout and before going to the airport which was very convenient. We can not thank Mark and Shataz and the team enough for their excellent hospitality and definitely recommend staying at MBS!,March 2023,1,5.0
Nothing short of perfect,"All we can say is WOW. To the Marina bay sands team, thank you (especially Abdul Rahman) The food we had for lunch at Spago was honestly unbelievable. We come from a country where we are known to have some of the best food, and I can honestly say Spago was up there with one of the best restaurants we’ve ever eaten at in all our travels. The views, the pool, the experience, the convenience and the transport was all 10/10. Don’t bother to look anywhere else when coming to Singapore, this hotel is iconic for a reason. The rooms were fully equipped with the coolest technological features I’ve ever seen and the whole place is nothing short of luxurious in every way. Thank you MBS, we will defiantly be back. A big big thank you to Abdul Rahman, he is an asset to the team and is a very large reason for the amazing experience we had.",March 2023,3,5.0
Marina Bay Sands,"I have stopped here before and must say it’s simply spectacular and something I’ll remember fondly. The rooms are spacious, clean and I was lucky enough to have access to the pool as well as club 55 for drinks and nibbles. Absolutely superb!I am due to return in a couple of days and am trying to find out if alcohol is still included in the lounge or not? I messaged concierge but am yet to hear back from them. If anyone knows, I’d be extremely grateful if they could let me know :-)",March 2023,123,5.0
Beautiful Hotel,Singapore is such a beautiful place to go and the hotel was great. It has very nice view and the facilities was just nice. Its been so long since my wife and I travelled but there was a nice lady name Sha helped us at the reception answering all out enquiries. It was a lovely stay and friendly people around.,March 2023,1,4.0
Amazing hotel!!,Fantastic hotel with a huge variety of food outlets and activities. Great rooms with great views across the bay and bay gardens. Go for a high floor room to get the views. Also recommend KOMA Japanese restaurant.,March 2023,122,5.0
Huge hotel complex with a great view,"We stayed here for 4 nights. We had no idea that the restaurants would be so busy and it would be so hard to book once we were here, so book ahead! We ate in both Lavo and Cest la vie and had good meals in both.. the prices are extortionate though for what you are eating. Cest la vie’s menu is pretty limited too. We had a drink afterward in their sky bar which was really nice with that great view. Breakfast the first day, what a queue! We had to wait half an hour.. one of their restaurants, Rise is being refurbished so one less restaurant for breakfast… (my advice come early) we skipped it the next day but had had it the last 2 days and the queues were better but we were earlier. Breakfast was ok, nothing special. The staff are all lovely, we didn’t encounter not one unhelpful or miserable member. The pool - well what can I say about that big pool with that great view, not bad waiter service and comfy loungers.. just lovely. People were out there until late at night relaxing and having food on the loungers. The room was spacious, great showers and plenty of products.. the bed was pretty hard though and sadly the complimentary fridge only had a few cans of sugary fizzy drinks.. we left a note for our housekeeper to swap them for sugar free drinks but no luck.. I tried again for our last day and bingo two coke zeros.. We thought we’d try the casino one evening and what a palava, passports, your Singapore entry form then their face recognition couldn’t match me to my passport .. any how we nearly have up as we are not gamblers, we just wanted to have a quick go at roulette. Any how we finally got in.. it was ok… similar to the Hippodrome in leciester square being leant on and pushed out the way so players could put their bets on.. It has a walk way to get to the Garden by the Bay which was very handy. We could also see the light shows, one from our room and one from the Cest la vie bar. The hotel is massive… shops, museum, theatre the lot. It’s spotless and seems really well run. We had a very pleasant 4 night stay.",February 2023,591,4.0
Singapore or sing for more,"The Marina Bay Sands is a beautiful hotel, but the rooms are over priced and disappointing. The roof top infinity pool should be heated, but its not and as many guests ventured in to get that must have photo, the look on their faces was priceless. At the prices they charge here the Marina Bay Sands should and could do better. It was an enjoyable few days but we left feeling somewhat disappointed.",February 2023,14,4.0
Our great wedding anniversary,"the best experience in my life, we booked a room to spend our wedding anniversary and the Eliz from reception just upgrade us to a  much better room, we didn't expect anything like this she just made our big celebration day going to the next level, all the staff very professional and polite, i worked in the hotel industry for the last 20 years of my life and this is the kind of service that you expect everywhere, also i want to thank Abdul organized transportation for us to the airport and been such a nice person. thumps up for all of you guys",July 2023,2,5.0
Wonderful hotel in Singapore,"Marina Bay Sands is a wonderful and iconic hotel in Singapore, close to the Convention Centre and Shopping Centre with the same name. The room, no. 1107, was large and comfortable, with a double bed and a sofa. As a guest one has free access to the Observation Deck, the SkyPark and infinity pool. The hotel also has several restaurants to choose from.",June 2023,246,5.0
Quality has gone downhill,"I have stayed there a few times. It used to be a really good hotel, but recently quality has gone down a lot. Prices are up from like 400 to 1200 per night and the SGD is stronger so value is obv worse. But many other things have deteriorated with the hotel. Checkin is slow, long lines, moving slowly, taking long time for each customer. Early checkin not available and no notice when the room was ready. New Premium rooms are filled with alcohol mixers and fancy heavy stone pieces leaving little space left, no desk so no workspace, if you want to use a laptop you have to do it on the floor. There is construction going on making my room vibrate and be noisy from 11 to 6pm. Pool is crowded, often you cannot find a single sunbed available. The gym has moved into the shopping centre which is awkward. The lift at Tower 2 doesn't work so lots of people end up going up and down to get to Spago. When you leave the aircon automatically goes to max so you come back to an icy cold room every time and TV is on every time. Room service didn't do any turndown while I was out until 8pm with ""please make up room"" on for 3h. If you stay here you do it because it's a unique hotel, but don't expect to leave as a happy guest. Some good things though. Bed is comfy, cool AC knob, tea and chocolate are great and yeah it's an epic building for sure!",July 2023,4,3.0
Treated like Farm Animals,"Raymond Tan, Guardian of the Toilets on the 56th floor and very rude. I was carrying a fussy baby and trying to calm him along the row of paintings outside the restrooms. Raymond literally screamed at us and engaged aggressively as we approached the end of the hallway. Accused me and the baby of trespassing like common criminals.He then condescendingly ushered us away like pigs and sheep. Such a shame that the icon of Singapore has such poor hospitality. I understand the need to prevent non hotel guests from entering certain areas but staff are trained less in courtesy and more in damage control. No class.",July 2023,1,1.0
singapore is marina bay,perfect place in singapore you must gothe rooftop is 30 usd but must gothe garden is free and magicalthe shopping mall is so bigyou need time therealso people love to  walk around this area for exerciseat night there is founitains music show very nicefrom monti rest in fullerton pavillion near raffles alsohave a nice view the phillipines girls in the lobby of the rooftop are great,July 2023,"5,588",5.0
Exquisite…. Best Experience Ever,"Words can not express the level of gratitude and utmost enjoyment/customer service that my husband and I received from Marina Bay Sands.  From the moment the transportation picked us up to the premium services that secured checkin of our room, the service was like no other.  The room, the bathroom, the infinity pool, the restaurants - top level service and a top level experience.  Many thanks to Aurora and the Premium Services Team for going above and beyond to make sure my husband and I had a wonderful 20th wedding anniversary!",July 2023,12,5.0
So far so good.Recommended,I booked a room which is receptionist arranged on  2nd floor.Price was like over than 100 SGD for higher floor.The location was good.Hotel staffs were useful and helpful and friendly.If we have chance we will definitely go back to stay again,June 2023,12,3.0
Hotel refund,"On the 15 June 2023, went for a 1-night stay at marina bay sands and check out at 16 June. 2023. Paid my room fee plus a $200 room deposit via credit card. Today was 18 July 2023, my refund was not back yet and it was already past more than a month. called them and the revert was always the same will follow up and proceed with it. until now nothing had been done. Terrible services, expect people to pay with the credit card instantly upon check in, but refund was delaying and delaying.",June 2023,1,1.0
Great Service from Premium Services! - Joanne,"I would like to commend Ms. Joanne of Premium services for an outstanding service. It was very smooth from check in until check out. Her professionalism and her knowledge in the property is superb. All her suggestions are perfect. My friends loved it. Will definitely come back! If all the staff in MBS are like Joanne, A sky rocket service everyone wont imagine! Thank you MBS!!",July 2023,4,5.0
Immaculate experience at Marina Bay Sands,"Stayed at MBS over the week and it was beyond words. The pool view and the room view was incredible and we can’t wait to be back again at the hotel. Check in was quite long and the staff at check in was very impatient, so we were quite disappointed. The staff, who was a young Chinese lady wearing glasses simply rushed the process and made it seem like they can’t wait for us to leave the desk! We queued for over 10 minutes and we get this treatment at check-in which was unbelievable. But truthfully, besides that particular staff, every other employee was extremely friendly and me and my wife enjoyed the stay so much that we have already booked for another one! Special thanks to Elena from the concierge who was extremely helpful. We followed her recommendation to places which was great and she was so kind in assisting us with taxi. Would like to thank another staff but unfortunately we forgot his name, he kindly assisted us with our luggage and very gently guided us to the queue when we first arrived. We hope to encounter them when we return next month. Truly hope to receive a better check in experience when we return next month.",July 2023,3,5.0
Overall a good experience,"This review is for Gelo from Spago. His service is fantastic. Always eager to help with great energy. Thank you, man! The hotel is good. This was our second time here. There is a lot of scope for the staff in general to grow unless the management thinks the scyscraper can make up for it.",April 2023,3,4.0
Obnoxious,The architecture is astonishing however the obnoxious staff on more than one occasion make it an awful experience and very shocking. It appears that as the building is so iconic they feel they don't need to provide service. Hop over to Bali to understand and train in excellent customer service,March 2023,2,1.0
Not a bad hotel but not worth the price,"Honestly, I was kind of disappointed. The room was smaller than I expected, interior design feels like Hilton (and Hilton is probably half price).One thing I particularly dislike is that the hair dryer can not be used in bathroom, only at the desk, cause the outlet in the bathroom does not fit (unless you're bringing your own hair dryer)Not a bad hotel but not worth the price",April 2023,"1,090",3.0
A good bartender at poolbar,"I like the service at swimming pool,Kathir the bartender at poolbar ,very friendly guy ,good making a  drink ,  and give excellent service  , very helpful person and treat guest nicely I'm happy to meet him there",March 2023,1,5.0
