Review Title,Review Text,Date of Stay,Author Contribution,Rating
Stay Here at Least Once,"Marina Bay Sands (which everyone in Singapore calls MBS) is a once-in-a-lifetime experience.  Certainly one of the most iconic hotels in the world.  The major claim to fame are its three towers capped by a rooftop infinity pool, restaurant and hot tubs.  The inside reminded us of Las Vegas premiere lobbies without all the slot machines and noise.   The breakfast buffet was really more of a brunch spread with just about everything you could think of.  Certainly one of the best I have ever seen. The room was pretty nice and we arranged for three guests which included a rollaway. Since a fourth family member was joining us for the last night of our stay, we needed a second room.  But in reality, there was a chaise lounge which could have easily accommodated our fourth…but second room was already paid for.  Would have been nice for hotel to allow.  Can’t say enough about front desk service.  In addition to allowing us to check in early after a 30 hour trip, the most amazing part was they remembered us BY NAME when we checked out five days later.  And we’re really not that memorable. The nearby casino can be reached via underground mall.  The negative is you need to bring your passport to enter and stand in queues to get it scanned. My understanding is they are ok for foreigners to gamble, but make it hard/expensive for Singaporeans to do so. To sum it up - stay here at least once.  It will be a highlight of any Southeast Asia trip.",December 2022,97,5.0
Best hotel in Singapore,"The best hotel in Singapore !! We loved everything about it (especially the rooftop pool). Definitely worth it. We also loved the direct access to the mall and gardens by the bay. The room is spacious, the staff is professional and the food is delicious.",January 2023,144,5.0
Small details made it perfect,"Once in a lifetime experience. At first we weren't sure if the high price tag would be worth it but we got upgraded to a suite and it was 100% worth it. The view, room and pool were stunning but the small details took it over the top. For example, the room came with a Dyson hair dryer including a diffuser attachment - as a curly haired girl, this really impressed me. We had two small children and really appreciated the extra space too.",December 2022,3,5.0
Go for the pool!,The infinity pool is worth the price of admission. This place is great if you’ve been to Singapore and don’t need to run out and do touristy things. Stay here to purely stay in the hotel the whole time. There is enough to do and the pool offers great views.,January 2022,401,5.0
Super and Simply the Best,"This is our 4th Visit to this super prestigious Hotel. We simply love the Customer Service of MBS and the standards. ‘Absolutely Wonderful and Amazing’Further, this time our special thanks to Ms. Si Si (House Keeping) She is very good and very ethical, absolutely very good with her responsibilities. Moreover, she is very polite. All the very best to her and her future endeavours with MBS.Again, we simply love MBS as it’s ‘Simply the Best’Thank you Rajesh Rasiah 1305",December 2022,15,5.0
Superb stay,Stayed orchid suite. From check in to check out all Superb. Room is very clean. Small gestures for small kids which make the day for the kids.  Room has good view and observatory tower was great and windy. Didnt have chance on infinity pool. I hope to be back soon.,December 2022,19,5.0
Just awesome!!!,"The service was absolute perfect. We got picked up directly at the plane. They helped us with our luggage and a very comfortable car brought us to the hotel.Our suite was awesome! The room service was awesome! Marina Bay Sands and especially MBS Premium Services will make your stay in Singapore more than great!Thanks for having us, we will come back!",December 2022,1,5.0
Processed rather than looked after.,"The main attraction is the pool, which does have amazing views.  But as others have said on here, that’s about it.  It is so big you are processed rather than looked after.  It’s very expensive but others hotels have got customer service way way better.  I’m pleased I stayed there for the experience but when we return to Singapore we’ll go somewhere that hasn’t forgotten how to look after it’s guests.",December 2022,17,3.0
Great service and room,Staycation at Marina Bay Sands for my husband birthday.   We were so amazed to receive a bouquet of fruits a chocolate cake and a tray of chocolate with cutlery nicely  done and delivered to our room.  I love the room is so spacious and feel so cosy and we have a fantastic view from our room.  We enjoyed our stay very much with great service and great room. I will be back.,November 2022,31,5.0
Shockingly bad,"Problem is this hotel is just so impersonal . Very expensive and cant deliver on service. The hotel basically cant cope at full capacity and deliver a quality personal experience. Great marketing when you get the customer to blame themselves for booking when the hotel is full and busy and getting them to admit its your fault for not booking when quieter. Try the in house app for room service. Unbelieveably clunky and hard to use. Then try ringing down and its worse......... I gave up and went to bed hungry.Overpriced and getting away with it because they can!!!!!!!!This is Butlins for millionaires (google it).In the interests of balance.........Great location and views.Rooms reasonably well appointed but youre at the top end on price and the experience isnt matched by the price. Too big, too impersonal.....Sorry and i know management and staff didnt get out of bed to do a bad days work. Quality is awarded by the customer not claimed by the provider, End of school report.....MUST TRY HARDER. Absolutely crammed full which means its popular and people love it. Try it you might love it. But too many things not right for me. Cant please all of the people and Im one of them.",December 2022,3,1.0
Incredible experience.,"Incredible experience. To be honest I booked it for the infinity pool, as a treat. The hotel is a high-end, luxury destination but that top floor pool area, with palm trees and chill-out DJ tracks on a weekend, is spectacular. The adjoining mall, together with fountain show in the bay, is breathtakingly good. Can’t fault any aspect of this hotel from start to finish. Loved it.",November 2022,122,5.0
Above and beyond experiences at MBS!!!,"If you want impeccable services that goes above and beyond—MBS Premium Services is the way to go! Where everything gets taken care of without you lifting a finger! BIG LOVE to Dyanna, Mark, Shataz, Monday and the whole premium services team! Seriously, they work round the clock to take great care of you! One of the best experiences I’ve had for sure! Until my next stay guys! Love always🙏🏻♥️♥️♥️Equally big love to Club 55’s Belle and Shivan, my constant servers who took absolute care of me and my needs as well! Love you, guys!♥️♥️♥️",December 2022,1,5.0
Not what I expected,"Very disappointed with the experience at the infinity pool, I was looking forward to a really luxurious experience after paying a huge amount of money for the room. Obviously if you book with your partner you will not be expected to be with two cards all the time for pool access and this was not required the day before by the pool staff. Reception didn't Inform us about each of us must be with the card in order to access to the pool. We spent all day enjoying the pool. There was no waitress offering drinks, no one collecting rubbish. To get access to the restroom you must bring your card with you if not you get bad treatment from the staff asking you why you didn't bring the key card with you. Following day I got a really bad welcoming by Rima. She didn't let us get access to the pool because we only had 1 card. Her rudeness did not impress me and that is not what you expect at a luxurious hotel. She didn't even call Reception to confirm our name. I have to go all the way back to the 34 floor to pick up my card and back to see her again and not offer any apologies or at least a friendly welcoming. Call centre at the hotel fabulous, very friendly. Disappointed with the buffet breakfast Rise. The sofitel in the city  does it way better and cheaper and theor rooms are amazing. They dont even have cream for a black coffee, and wheb we asked theybsaid its milk or nothing. Very rude. If you want to pay nearly $1000 NZD for the pool and the amazing view. Then you definitely get that. As for the rest, not worth the money. Go to the sofitel in the city who do hospo so much better.",October 2022,259,3.0
One of the better hotels in singapore,"This is always one of the better hotels in singapore. Staff are friendly. Food choices are good. The staff are trained to be so polite and helpful. Good system for training themRestaurant choices are awesome. Bread street, Yardbird, imperial, Koma(beautiful). Parking is a hassle though. Difficult to get a lot. Easier to cab over",September 2022,3,4.0
A once in a lifetime experience.,"You have to stay here once in your life, how else  do you get to swim in probably the greatest infinity pool in the world.  The hotel is slick, check in however is not, be prepared to queue for a while.  The view from our bedroom on 48th floor, of the city, was amazing, breakfast in the Spago rooftop restaurant  was superb. Please be aware that the hotel is noisy.  As soon as you step out of your room canned music follows you everywhere and there are so many people. Finding somewhere to eat, without lengthy queuing is just about impossible so do plan ahead.  Overall, I am glad we stayed here but I doubt we will be back, in our 60's we are just too old for this hotel.",October 2022,9,4.0
Icon of Singapore,"Notably Singapore’s most iconic luxury hotel.  Many say that if you have not taken a picture of yourself at the Marina Bay Sands, you have not been to Singapore ! Guests will have entry to Observation Deck and guaranteed access to the Infinity Pool but during peak period, the infinity pool will be very crowded.  Non-hotel guests will need to pay for a fee to go up.to the observatory but not the pool. Located 56 storeys up, the SkyPark Observation Deck offers panoramic scenic views of Marina Bay and Singapore’s famous skyline. There is the Ce La Vi bar that serves nice cocktails & drinks but getting a seat with unblocked views requires reservation. The best time to go is before sunset so that you can enjoy both day & night view over a couple of drinks. However, if you want to see the Marina Bay Sands building as part of the skyline, I recommend that you go to another tall building  eg. CapitaSpring’s 51st floor.   It is just like you shouldn’t go to the Empire State Building if you want to see it as part of the Manhattan skyline. Besides the roof top, there is the Sands Expo & Convention Centre and high end shopping mall linked to the hotel.",October 2022,978,5.0
Choose tower 2 for smart hotel experience.,"Spent some days at Tower 1, in a room facing the Gardens by the Bay. Then back in Tower 2 for another couple of days in a room facing the Singapore River. Both were awesome. Tower 2 is a renovated and smart hotel with bedside lights switching on automatically when u wake up at night, and smart toilet that stop all manual flushing or lifting up of lids. Service staff is impeccable and friendly.",October 2022,149,5.0
Incredible stay for the start of our honeymoon,We cose the Marina Bay Sands as our first stop of our two week honeymoon. All I can say is that the experience was second to none. A very smooth and fast  check-in.A small issue with our travel agent which somehow thought it was a good ideea to start our honeymoon in a room with two single beds was dealt with in a very professional manner by the nice ladies at the check-in desk. We received a very nice room upgrade with both a city view and a garden view.Breakfast has so many options for all tastes and cuisines.Dinner at Spago (57th floor) was amazing.Infinity pool at the 57th floor is a 5 star experience . We are not people who like to gamble but the Casino experience is a must.Could not think of a better place to start our honeymoon.,October 2022,4,5.0
Fantastic views and loved the room. Infinity pool takes the win!,Firstly I have stayed here a few times. The architecture is superb. We had a lovely gentleman check us in to our hotel. Bell boys were friendly and super fast with bringing our luggage up. The gym is 5 star and has everything you need. The infinity pool is prob the best swimming pool I have ever swam in. It is my go to hotel in Singapore. Husband and I enjoyed our night here stopping over before our flight to greece. Would highly recommend this hotel to anyone just wanting to experience once in a lifetime!,October 2022,79,5.0
Amazing hotel with outstanding staff!,"We were a group of 13 (7 of those being children), traveling with 3 separate reservations.  During check-in, Jenah was very accommodating!  We wanted to have our rooms on the same floor if possible.  She worked tirelessly to make this happen.  She escorted us to the Lounge to wait while she worked through this process.  Once our UPGRADED room was ready, she personally showed us to our floor, explaining everything about the hotel along the way.  She went above and beyond.  It was a memorable experience. Our stay at the Marina Bay Sands was fantastic and we will definitely be back!!",October 2022,1,5.0
"Beautiful views, amazing pool and very clean rooms!!","Beautiful hotel, super helpful staff, incredible food. Staying here was a highlight of our Singapore trip! Although on the pricey side it was a great experience and the whole property is so much larger than we imagined (including shops and casino)! It’s so close to key attractions such as Gardens by the Bay too!!",October 2022,57,5.0
Amazing stay in an iconic hotel,Architectural magnificence. Amazing hotel with superb facilities with a rooftop infinity pool. Staff very happy and helpful. Rooms are spacious and well furnished. Towels and robes provided for the pool. No pre-reservation was necessary due to the time of the year we visited which was a bonus for us. Reception staff were amazing and arranged our room by midday which gave us chance to enjoy our one night stay. The views from the infinity pool was breathtaking with once in a lifetime experience.,October 2022,40,5.0
"Iconic, a must if the pennies permit but its impersonal","Staying here is an event in itself. The roof top pool is fabulous. If the budget allows its a must. However, it's sheer size makes a stay somewhat impersonal. It's like leaving your bedroom and walking into a mall. Saying that it is well placed, views excellent, transport links are ideal and never to be forgotten accommodation.",October 2022,53,4.0
Amazing Hotel,"We stayed for 4 nights for my 60th Birthday, and it was everything we wanted. Please bear with me as it is quite a long review. We originally booked for 3 nights in a city view orchid suite, but Singapore airlines changed our flight to the day earlier, so we booked an extra night in a deluxe room. Before arrival we got an e-mail asking if we wanted a complimentary transfer from the airport, we of course said yes please. So, when we arrived, we were meet by the driver and escorted to a luxury vehicle for transfer.  Upon arrival at the hotel, we were greeted by a representative and escorted to my room for check in, we had been upgraded to a deluxe room with a city view. The room was great and in itself would have perfectly fitted our needs, the view was spectacular, but we were only in it for one night.  The next day we transferred to the orchid suite, and this was beyond what we expected, the room was massive. You walked in and there was a sitting room with tv and dining table with drinks and snacks all included with the room, the view was of the gardens by the bay great. You then walked through and on the left was a big walk-in wardrobe with safe and plenty of hanging space, on the right was the bathroom the bath was again large it had double sinks a big walk-in shower and a toilet.You then walked into the bedroom, well I say bedroom, but it also had a sitting area           another tv a big comfortable bed a massive room. The room was fantastic but is expensive I would say it is well worth it.More about the hotel now, the rooftop pool is obviously the big draw and is one of kind and something you just have to do, we did day and night swims, and both were great the drinks are good, and you just have a great time, be prepared it does get busy.  The room also came with access to the club 55 lounge for breakfast, afternoon tea and later on drinks and canapes all were of top quality and the view is brilliant.  If you want to book a restaurant, which it has a lot in the hotel and in the shopping centre across the road, do it before you arrive maybe by a couple of weeks, as they were all booked up and we couldn't get in. The location is great in the bay and with the MRT in shopping centre, getting around is easy the shops in centre are all designer and are very expensive.The only negative was on check out; we had a late flight to Perth so we thought we would be able to stay to use the Sands lounge for a couple of hours and maybe have a cup of tea and relax, but no we had to sit on some hard seats in the busy check in area, it just seemed that once they had your money they didn't care, a bit of shame. I will wrap it up as I have gone on a bit.All in all, a top-class hotel with great service I will use again if I go back to Singapore.",August 2022,174,5.0
Lives up to the reputation,"I was very fortunate as I booked MBS at a time when prices were lower than they are today. There was not as much tourism in Singapore then as there is now. Of course it was still fairly expensive but i Think it was worth it, at least for me. Now when you are staying at MBS of course the best part is the pool. The rooms are fine, I actually got an upgrade from a lower floor to a slightly higher floor facing the gardens by the bay, but presumably you could get a better room and a better view at a different hotel for the same price. But the pool is truly unique. You don't even have to be swimming in the pool to experience the view, and of course take lots of pictures, overlooking the SG downtown skyline. At present there are still not as many tourists as before the pandemic, so the pool was not super crowded. And i was lucky that when I was there it stopped raining after raining more or less continuously for a week. Though, at night there was some lightning and so there were times when you could not swim in the pool during the lightning warning. One more thing also is that the rooms facing the gardens, at least the lower ones, are near a busy road, so it can be somewhat noisy in the morning. But this is a minor issue given that there are few hotels around the world that can offer an infinity pool like MBS does, especially on a clear day when you can see all the way into Malaysia. The other facilities, like the gym, are also not bad, but the pool is the reason you would stay there, and this is what makes MBS unique.",October 2022,5,5.0
Great stay,Whole team was great and service 10/10. Received everything I requested and the team went beyond my expectations to make sure I was comfortable at all times. Big thank you to Ravi :) enjoyed my stay!!,August 2022,0,5.0
MBS truly understands their clients!,"Throughout my stay, I felt that this establishment excelled in listening to their customers. After some disagreement with the terms of one of their programs, MBS took the appropriate actions to make it right. I would like to thank Adele and Nicole for their kindness and hospitality, which made me feel welcomed and valued! I would return again next time I travel to Singapore.",August 2022,6,5.0
Amazing hotel,"Amazing hotel, the check-in staff member was exceptional and went out of her way to make our stay feel special as we were celebrating birthdays. The pool and view were the draw card. Worth paying the 5 star price just to spend the day in the pool. Rooms immaculate  and our TV was massive.",October 2022,219,5.0
The pool is nice but hotel room and service is not that good as 5 stars hotel,"You can go there for casino and infinity pool, other then this it's not attractive at all. The infinity pool is nice but you will not going there everyday, because it's too many people and not easy to get seat and clear picture. The renovation of hotel room is old, I can't understand why they can refurbish it. And the worst is they have renovation work during midnight. I can clearly hear someone drilling the wall at 2am. I called the reception and they told me doesn't know where is having night work and can't stop them. I can't believe this is happening in 5 stars hotel and I was paying SGP$600 to sleep at the working site lol I got the video with me and clearly can hear the drilling works, I was try to show to their manager and I forgot to do that, if you want to go pls think about it.",October 2022,55,2.0
MBS - what a hotel ✨💫,"Clearly beautiful place not just an iconic one with overrated reviews. Pristine clean and fantastic customer service, absolutely in my top favs hotel. 36th floor gave me an incredible view to the gardens and the infinity pool on the top is stunning. Bars are awesome, both the Spago and the c’est la vie.",September 2022,45,5.0
Fantastic Hotel - A Must Stay,"It was my first time to Singapore which was for the F1 and I am so glad I had the chance to stay at Marina Bay Sands. What an experience and what a hotel!! The service from check in all the way until check out was incredible. Spacious rooms, attentive staff, complimentary mini bar plus the famous infinity pool are a must for anyone looking to stay. The countless food options and top restaurants on site are fantastic for any foodie. Can’t wait to be back and will only stay at MBS!!",September 2022,3,5.0
Best View of Singapore,Marina Bay sands is a must visit place for anyone who would like to view Singapore from top. I would recommend you visit in the evening as there is a light show which is awesome and also the sky scrapers and everything around you is lit up and its breathtaking. Would highly recommend this for everyone visiting Singapore.,September 2022,20,5.0
1st visit to Singapore,"Our 1st impression of Singapore outside of the airport was the staff at Marina Bay Sands resort. I can not say enough nice things about the people of this resort. From Mark at Premium Services to the housekeepers, the bellman, and Paula at the Rise Buffet.  I could go on with the pool staff and more. Everyone was so helpful and truly wanting to make our stay exceptional.  They succeeded. This resort is fantastic. Our very short stay was not long enough and I certainly hope we have the opportunity to come back and stay for several days. If you have the chance to stay here when visiting this amazing country, you should.",December 2022,65,5.0
Marina Bay Sands Orchid Suite Stay,The service provided by MBS was anttentive and had enjoyed my 3 days and 2 night stay at the Orchid Suite at 54th floor at Tower 3. The view from ge suite was breathtaking. The chocolate cake that they prepared by premium service for my so. was delicious. The service staff were friendly and the amenities were replenished daily. The highlight of the stay was definitely the infinity pool and the management at the pool was attentive too. There was a free temporary tattoo art service crafted for all ages at the pool. I believe that this is a holiday event organised by MBS. Would visit again because of the infinity pool and the places attraction around the vicinity.,December 2022,2,5.0
Unique experience,It was a pleasant stay. The staff is friendly and professional. The room was comfortable. All facilities were excellent. The spa is absolutely a must and I highly recommend Lavo at the rooftop. The hotel offers a one of a kind experience  for both business and pleasure.,September 2022,17,5.0
Service Falls below expectations,Came for a staycation for a family event. Check in queue was long and service was not up to expectations. Hotel seems to be overbooked and all our request was not granted. We have booked the hotel early in the year and it seems booking early doesn't make much of difference.,October 2022,155,3.0
The Best Customer Service,"I wish to congratulate MBS for recruiting the most genuine and sincere person I’ve ever met in the Hospitality line. It is my 5th stay with my friends at MBS.  When we were attended by Daniel from Premium Service and to my surprise, he attended to me before at different hotel. He recognise me and had such genuine smile and welcomed my friends and I with such joy! Not just the greetings, he performed such high level of service that never fails to impress me. Never forget that he is still as thoughtful as he is in my previous encounter and pass my friends kid colouring book. It is such attention to little details that truly define “Customer Service”. I hope to see you again and you deserve your new career and position as premium services at MBS.",December 2022,1,5.0
Although room is pricy but worth for our visit in great hospitality services,"Warm welcoming by doormen under a rainy day. Happy face with right attitude. A bit long queue for check in counter at tower 1&2. Email instructed to check in at tower 1 but was told our room category is located at tower 3. Have to walk over to the other end for our check in. Good to offer at city view even though at lower floor as requested. Most impressive by your lovely housekeeping staff Gai Meng, who approached us this morning for room clean up with sincere personality and carrying a big smiling face even covered with mask. Great asset and would like to have extra compliments to her. Hope we can meet her once again in next visit. Thank you everyone!Well done.",December 2022,1,5.0
Amazing stay as part of our honeymoon,"What a lovely place, it’s absolutely stunning from stepping outside of the cab in front of the properly. Extremely friendly and helpful staff all the way through. It was our honeymoon and we received a sweet treat to the room. Room is spacious and lovely view over the stunning garden and bay. Obviously a major highlight is the infinity pool on the roof - stunning! It has always been on the bucket list for years now and I’m so glad it didn’t disappoint. Would definitely go again!",November 2022,21,5.0
"The most amazing hotel, staff and service","Originally booked a couple of nights for my partner Jayne’s 50th birthday for May 2022 however postponed due to restrictions still in place and stayed 5th -7th December 2022. As it was a special occasion booked the orchid suite and wow!!! MBS arranged to pick us up and take us to the hotel where we were immediately met by a representative who took us straight up to our room and checked us in there. Bottle of champagne, cake and flowers were in situ for Jayne which was really well received. The room was huge and all amenities were great. The club 55 was superb, staff so polite and helpful and overall the hotel, staff and service could not be improved upon. Limousine arranged complimentary to take us to our next accommodation and it was fantastic.We will be back again for hopefully another memorable visit. Thank you MBS and all staff.",December 2022,7,5.0
I am still dreaming about my time there,Wowsa. We stayed in a Sands Premier Room for 2 nights in Tower 2 with a magnificent view of the marina. These newly renovated rooms are luxurious and spacious with beautiful touches like the cocktail trolley. The infinity rooftop pool is just ridiculous. Definitely worth the splurge (for both MBS and the newly renovated rooms). Cannot wait to return.,December 2022,19,5.0
WOW!,This place is unreal the room was huge the TV was the huge the view was amazing as was the pool on the roof the service was impeccable the sauna and steam room were amazing the bathroom was perfect along with Roberto Cavalli toiletries the complimentary mini bar was a good touch and the overall vibe was amazing this is worth the money to stay here oh and the beds were incredible,November 2022,"1,636",5.0
"Fantastic wedding, Bridal room & service",We decided to hold our wedding banquet with MBS and it was a blast of an event with the crew organizing most of the things for us to allow us to take our mind off and focus on other issues. Bridal suite was provide to us super clean & couldnt ask for a better service team which allow us for a comfortable and fuss free experience to rest after the event. Thank you Rachel from the event team for organizing all these and giving her best to assist with our event. Also huge thank you to Mark who made sure our stay at the room was a memorable one and we super look forward to coming back again very soon.,January 2023,1,5.0
"Disappointed, won't be back.","We had 5 nights, we had moved from another hotel just for the highlight of the NYE 2023 Fireworks, which didn't disappoint. Nice room, lovely view of gardens and the Bay, no bath, mirrors fogged up when showering, service hit and miss for an expensive hotel.  We had one in room dining experience, the menu choice was extremely poor, and the food was below average.  We had one breakfast at Rise, but otherwise dined outside the hotel. Security was really excellent, making sure visitors couldn't access guest floors. We have stayed in Casino Hotels before, but this one had no atmosphere or feeling, it was all a bit lost.",December 2022,13,3.0
Impressive service,Impressive service 🥰🥰🥰🥰🥰Friendly staff Nice swimming poolHappy New Year 2023Thanks Moe for your best serviceMoe is really helpful and friendlyThanks Moe to good service Thanks Moe Thanks MoeThanks MoeThanks MoeThanks MoeThanks MoeThanks Moe,January 2023,1,5.0
An incredible experience,"I had visualized the hotel long before I went to it in November 2022 for my 70th birthday, but the actual experience was fantastic. The infinity pool, the restaurants, the shops, the room and amenities were brilliant, but what made it unique was the personalized service. I had informed the hotel I was coming with friends and the management did everything to make the event very special, from being greeted at the airport and then in the lobby, to checking in being done in the room and the champagne and cakes waiting for me. An incredible experience for eight days. I could not have asked for anything better. Thank you Marina Bay Sands.",November 2022,1,5.0
Disappointed,We visited Singapore to celebrate Christmas.  We had stayed in MBS in 2015 and the experience was very good. So we decided to go there again. Unfortunately it was a bad decision. The hotel was overbooked and understaffed. An order of a cup of warm milk or a cup of chamomile tea took minimum 45 mins to 1 hr and many a times the kids went to bed without drinking that milk. The restaurants were perpetually booked for the entire day and so was the spa. For breakfast there was a huge queue and the waiting took away your appetite. The waitresses were overburdened and never remembered the orders that were placed with them. The hotel seemed to be biting more than it could chew. There give entry to random people in the lobby who come in only for selfies and gave the hotel the look of an overcrowded fish market. The infinity pool was the worst. The water was highly chlorinated and the snacks served there deserve zero stars. Roadside eateries serve better food.MBS please upgrade your standard and increase your staff otherwise there is no dearth of good hotels in Singapore,December 2022,21,1.0
30 Dec 22,"We dined at Rise, Marina Bay Sands. We were attended to by Ms. Seow Geok from start to finish. She is attentive, courteous and professional. What a gem!The buffet spread is huge and worth every dollar! We will be back in the future.",December 2022,122,5.0
Singapore Short Vacay,"The hotel location is ideal, near to MRT station, convenience store and various restaurants nearby. The hotel is clean and tidy. If you come with car, it has free parking as well. The staffs are friendly, definitely the service is good. Would recommend everyone to stay over.",December 2022,0,5.0
Avoid at all costs,"We moved from Ritz Carlton to Marina Bay Sands as kids wanted to experience the pool. What a big mistake! The rooms were half the size of what we had at the Ritz and we were paying more here. The service was terrible. We were told we would get a call or text when rooms are ready to checkin which we never got. So ended up waiting 2 hours just to check in. The restaurants were all fully booked for the entire duration of our stay. The place was so packed, like a shopping centre before Christmas. The only place for breakfast had queues so long that we ended up waiting 30 to 45 mins every morning just to be seated. We attended a Liverpool Crystal Palace match whilst we stayed there There were over many guests from the hotel who attended the match. When we got back  (10 pm) we made a room service request for dinner and after 1 hour called them to chase. To be told there is another hour's wait. That meant waiting in excess of 2.5 hours for room service. We ended up cancelling it. The only saving grace is the pool. The staff and service there is great. But we could have had that without staying there. All other staff were arrogant and had an attitude. We would never stay there again. They allow non-residents to enter and the problem is there are people just walking around taking selfies. Even while having breakfast or lunch, and we found it so annoying. Not a good experience.",July 2022,42,1.0
Amazing hotel but very impersonal,"Large international hotel, corporate and expensive However loved the infinity pool and all the entertainment in the locality - free light show, gardens etc Our room was very well appointed and comfortable, fantastic balcony overlooking the gardens Shopping centre very high end but the food court was fun and there’s a Starbucks if needed !",December 2022,81,5.0
Amazing Hospitality,The hotel is beautiful itself and looked as was expected. But the hospitality I received was the best of any hotel I have ever been to. Amazing stuff. Will never forget this experience and highly recommend this hotel.,May 2022,8,5.0
Good Experience,We enjoyed our stay here.The rooms were spacious and very clean with fantastic views of the city skyline.Food was of a high standard.The pool is amazing although crowded.Easy access to transport and restaurants.,May 2022,11,5.0
Incredible pool/view but area very commercial & expensive,"You must go to experience the most amazing pool & view . The pool/jacuzzi are clean and safe ; the views from the room and pool are incredible . I would however , only recommend one night here and stay in Sentosa if you have a family . It’s very commercial and all about the shops at the marina and incredibly expensive . English breakfast by the way impossible unless happy to pay ALOTWe were given chocolates in the room ; drinks by the pool which made for a lovely tough by the hotel - you also get free ice cream The resturants on the roof look amazing with great music vibes but it was confusing whether we could take our son in or not so didn’t eat there. It’s perfect for the gardens by the bay and fountain show which I recommend . Taxi access extremely easy and good way to get around . Mini bar with soft drinks in room free which is a nice touch Overall a real experience and a must do but think 1 maybe 2 nights enough for us",November 2022,270,4.0
BEST hotel in Singapore!,"Had the best stay!!! Booked the newly renovated Sands Premiere Room. Way better than the other room types (deluxe and premiere) we have stayed in before. Highly recommended! Worth the upgrade - very premium and executive feel, well thought of design and kudos to MBS team for doing the room renos. I need not to say more about the location and pool. This is the best in SG!",November 2022,1,5.0
Loved my stay!!,"Had the most fun, relaxing and homey vacation here last September 24-25!! All staff are commendable and might I add very approachable and knowledgable!! Because of the vastness of the hotel, it’s not hard to get lost but AHHHH staff are all very accommodating and even with the language barrier, they would push their limits just to help!! I loved every second of my stay here. Just to add, I really had an amazing stay and dine in experience at lavo with the help of Sir Dennis in the pool area. He went above and beyond call of duty just to answer and help me with all my queries. Plus, he’s a great conversation starter. I really loved how he made us feel special as if we’ve known each other for so long. I love it so much!! Would def go back here because of the superb service! Thank you so much again Sir Dennis!!!!",September 2022,9,5.0
A hotel with the best facilities and services,"I stayed at the hotel for the entire four-day trip with two children on my first visit to Singapore.The Marina Bay Sands Hotel is locationally perfect and has the best views and services by traveling to the country.The cleanliness and room service of the accommodation were also excellent, and breakfast was also diverse and delicious.With this trip, I learned why I think of the hotel when I think of Singapore.Each of the hotel staff was very kind,In particular, I would like to express my gratitude to Mark, a hotel employee who responded with kindness from the arrival of the trip to the end.Thank you for making this unforgettable trip:)If I visit Singapore again, I will definitely stay at Marina Bay Sands Hotel again.",October 2022,0,5.0
Stay as long as possible,"We stayed a couple of nights at the end of our trip following a personal recommendationand highly recommend it. Service excellent, room clean and comfortable. Breakfast a high standard. Roof top pool quieter between the hours of 1200 and 1500.",September 2022,22,5.0
Amazing hotel,"My family of 4 stayed at the beautiful MBS for 7 nights - our first overseas trip since the pandemic.  We had two connecting deluxe rooms, king room for the adults and a twin room for the teens.  We had uninterrupted views of the Gardens by the Bay in our balconies - spent a lot of time out there!  The fridge and mini bar were well stocked with complimentary water, soft drinks, juices, chips and nuts (replenished daily).  The beds and pillows were so soft and comfortable and we slept so well everyday.  The bathrooms were spacious with tub and generous toiletries.  Infinity pool is a once in a lifetime experience - we made sure to swim at least once during our stay in the morning, afternoon and evening so we could appreciate the lighting and experience the atmosphere and vibe each time of the day.   Walk along either end of the pool to see great views of Singapore - truly breathtaking!  The hotel is HUGE however everyone we encountered from the front office/concierge/bellhop staff to the housekeeping staff have been nothing short of lovely.  MBS is connected to the shoppes downstairs (for high end shopping) but for those who want to hit other areas, its a quick underground walk to the MRT station (get a metro card - just tap in and out, way easier! Can be purchased at any metro station -just head to the ticket window to buy and you can top it up at any MRT machine later on if required.)  We went to Sentosa, Chinatown, Orchard Road even all the way the suburbs to go to the waterpark with no issues at all.  One of the easiest metro systems we've been on and the trains come every few minutes (City Mapper app is your friend!)  We've been to Singapore a few times before but this trip was particularly memorable, no doubt hugely thanks to a beautiful stay at MBS!",July 2022,45,5.0
Most famous hotel but worth it?,5 star hotel. is it though? or is it 5 star just cus where it is. we had the city view  while the room wasnt luxurious (hence the 4 stars) the view was. Room service food was ok. expensive and not worth it. Plenty of food elsewhere way cheaper.We got free access to the skydeck and the pool. its also connected to a huge luxurious shopping mall and the marina and the gardens by the bay which is worth the visit. there were so many people checking in and out that it doesnt give you warm feel like any other luxury hotel from the staff. its kind of like a circus. if i could only stat at 1 luxury hotel it would be the ritz carlton across the bay,October 2022,284,4.0
The marina bay experience,"We stayed in MBS for two nights while visiting Singapore for the first time.Very impressive place with a slick operation to keep it all running. We arrive early and we’re given temporary cards to allow us access for the pool and amenities which was really good and we did end up having our room early which is always a plus.  The staff member who checked us in was very thorough and really helpful. We had a garden view room and it was the best choice for views and the rooms were a big size with a gigantic tv which is always a plus. The casino is a vibe! Felt like vegas minus the bar as they didn’t seem to have one there. Pool was an amazing experience both in the day and the night. Views at nights are fantastic. The Ce La Vi bar is well done and always busy. We didn’t reserve but decided to pop in for a drink to enjoy the views and were happy to stand as we didn’t reserve. However, the staff were pretty rude and almost made us feel very unwelcome and unwanted which was not the best for us starting our night off. Take this situation / scenario away - this would 100% be a five star review.",October 2022,34,4.0
