Review Title,Review Text,Date of Stay,Author Contribution,Rating
Excellent service,"Gym has good facilities, gym equipment is solid and service provided by Affa and Uma is excellent. Would 10/10 come back again to use the gym. The ambience is very nice and the gym is very spacious as well, coffee and tea provided as well!!!! 😄",January 2024,1,5.0
Best hotel experience ever (and we’ve been around;-),"We had the best hotel experience of our lifetime at the Marina Bay sands hotel even if we have been traveling a lot around the world as diplomats over the last 25 years. It’s not only because of the newly renovated suite that was amazing (decoration of exquisite good taste, the technology, the stunning view both on the city and the garden), the amazing swimming pool at the 57th floor, the great food at the different restaurants but most importantly, the service and the kindness of the different people we met in particular KC at the check in, Patrick at the welcome desk, Ganeson for the luggages and Guna at the swimming pool. Thanks to them, we have only one idea : coming back again as soon as we can.",January 2024,2,5.0
Breath taking views from the bar atop the hotel and the pool is awesome!,"Pros and cons. The place was packed on a Friday night! Hotel to restaurant at the top so getting around was not easy. Also the prices are high for drinks. Now the Pros.... the staff is great at the bar and sitting watching the hotel guests swim in that amazing swimming pool on the top floor with the view is really priceless! If you are in Singapore, other than the airport, this is a must see place and be sure to hit the bar on the top floor to see the pool (yes, same pool from the movie filmed there)... haha.",November 2023,73,4.0
Awesome workout experience,"Excellent service at fitness center. Awesome staff Roselyn and Lucy as both of them are very accommodating, friendly and cheerful 😀 Very convenient location as it is just across the marina bay sands hotel right at mice convention center. Level 3. View from the treadmill is very relaxing as it is facing inside the mall where the shops are overlooking unlike normal gym facing on a blank wall. A fitness center with right staff is a perfect combination. Thank you.",December 2023,1,5.0
Excellent and super nice gym. We will recommend to our relatives and friends to visit MBS so they can experience.,"Super nice fitness center, with lovely and accommodating staff Roselyn and Lucy.  They provide everything what we need that the fitness can provide. The Gym is equipped with sophisticated equipment and other facilities. We will come to visit again the gym once we check in here in MBS💋❤️.",December 2023,1,5.0
"Yes, it is as unique as everyone says!","WOW!  I have been traveling to Singapore for over 35 years and just went back to visit some friends and decided we would splurge and experience the famous MBS!It did not disappoint!   First, a very sincere shout out to Shei Manda, a relatively new front desk employee who checked us in.  There was a long line and for some reason she was struggling to get our room arranged.  I had some trouble pre-registering with the APP and she was able to overcome all of that and not only solved the problem, but some how, and for some reason, was able to upgrade us to a VIP room.   I have traveled my entire working career and have had some nice upgrades but nothing compared to this.  Two room Suite, with butler, and to many amenities to count. Great room, great bed, great TV's (yes, biggest TV's in a hotel ever)Great room service.No need to comment about the pool, it is every bit as iconic as people say.Service is second to none.We will certainly be back and highly recommend this for a special event.",January 2024,10,5.0
Wonderful Singapore hotel,"A great hotel with polite staffs. The food is remarkable and the view is stunning. It is recommended to stay in this hotel. Enjoy the pool on the top, and you can view the sea.  The deluxe room is clean, neat, and comfortable.",January 2024,1,5.0
Excellent Service and Experience,"Had a 1 night stay between connections, arrived around 10am, checked in, our baggage was put into storage and we were given a temporary card to use facilities before our room was available, which wasn't till 3pm.. This allowed us to go onto the sky deck and use the infinity pool.  Next day we checked out at 11. Was again given temporary cards to use for the day until 8pm! We were provided with a room for a shower before leaving the hotel for 45 mins. It was exceptional service, beautiful hotel, great location. Lovely food. Couldn't have asked for more.",January 2024,6,5.0
Great gym,This Gym at marina bay sands mall was fantastic and cosy with free weights and machines. Nice drinks too! Oh yeah the theragun massage guns were so therapeutic you have to try it. Gym  staff Uma chanok and sadi were helpful and friendly. Definitely worth checking out this place!,January 2024,5,5.0
Great housekeeping and facilities!,"Chen Shun Wen is an excellent room stylist/ housekeeper. He is friendly, attentive and warm, and does the best he can to make guests’ stay very comfortable! Otherwise the post refurbished rooms are excellent and luxurious! Don’t miss the infinity pool as well!",January 2024,10,5.0
Disappointed;bad room assignment,"Everything was amazing on check in. Great staff, great service and amazing spacious room in Tower 3  - spot on what we expected when booking. What was NOT expected was the horrendous construction that was going on upstairs flooding our entire room. I was so angry. On booking, I paid a small additional sum for my 6month old baby as a ‘guest’. I notified them that we have a baby, and they even put a cot and a baby bath in the room EXCEPT they also put us downstairs from 9-6 construction. My little baby, who is meant to do 3-4naps a day would not stop crying and both my husband and I had to escalate escalate escalate over a 3hr period, where I ended up sitting in the hallway in tears too, before we were given an adequate replacement room by one of the Guest Service Managers, Xavier. Terrible experience; having stayed at MBS many times in the past - I was shocked at their oversight and the time it took to rectify.Other reasons for my rating include  a very mediocre breakfast. The chef we had on both mornings couldn’t get our omelettes right (we wanted fresh eggs, instead of the pre-made egg mix and egg whites); we end up just eating croissants and mini muffins that were pretty dry.MBS is in a perfect location for shopaholics: that is one of the reason I maintained the 3 stars rating.",January 2024,78,3.0
Terrible experience,"We normally stay at the Four Seasons when in Singapore and it was a big mistake staying here on our visit this time.  Outdated rooms no where near a five star standard.   The beds were so hard and felt like sleeping on wood.  Bath towels were small and felt like sandpaper.  When we provided our feedback to the hotel their response was that rooms in our tower 3 had not been renovated unlike rooms in tower 1 and 2 so they offered us a token $100 credit.  Check in took 40 minutes to find interconnecting rooms for our young children.  Incredibly they first suggested we take  rooms on the opposite sides of the floor.  20 minute wait for seating at breakfast.  I could go on.  Lesson learnt, will not be staying here again.",January 2024,2,1.0
Terrible experience.,"Don’t stay at this hotel. The room smelled as if someone had been sick, the mattress was uncomfortable and you had to queue for check in and queue 15 minutes for breakfast at the pool level. Once they did seat you they didn’t even pour you a glass of water. If you are looking for a 5 star property there are much better options.",December 2023,3,1.0
Beautiful hotel.Great views,"Beautiful hotel, must see on a visit to Singapore.If you are cruising and have a overnight stop in Singapore.Book a table at a rooftop restaurant (Save $60+) by going here instead of the Observation level then spend it at the bar.Best to book a table as it’s hard to get to to a restaurant without booking.",December 2023,27,5.0
Perfect,"Everything was perfectThe room, the pool, the gym and the employees. There are a lot of restaurants and facilities at the hotel.The hotel is a touristy point of the city and very well located. It is easy to go anywhere from there.I recommend !",January 2024,5,5.0
Surprisingly worth it,"I was wrong thinking the price tag wouldn't be worth it. Exceptional service from the moment you arrive with everything you need - even after you check out. Thought I'd stay just to try it, but would absolutely go back.",December 2023,4,5.0
Best customer service that made the stay memorable!,"Their customer service team.is top notch.  My dad felt ill during the stay and this ‘A’ team kindly guide us to the closest hospital and help with transportation arrangements to reduce our stress.  Our contact Honey is fantastic and awesome.  They also patiently and kindly help us with billing questions.  Although we only managed to stay in this beautiful hotel for a few hours, we really appreciated the care and hospitality offered by the customer service team.  Thanks so much again for everything, Honey and team!Love,Kin",January 2024,1,5.0
Best experience,"We had the best experience with MBS. Our room was upgraded and we were so happy. We enjoyed every minute of our stay in this hotel. Service is exemplary, food is great! We had dinner inside our room since we've been very tired roaming around, and even that was made special. MBS is even a better experience for us than Burj Al Arab. The hospitality in MBS is incomparable!",June 2023,2,5.0
Luxury,"All staff are super accommodating - from the gym staff, restaurants, lobby. So many options of activities from exploring to relaxing. Lucy from the gym ensured that it was an accomodating and luxurious workout experience. Cannot recommend highly enough",February 2024,2,5.0
How to feel better :),"Roselyn's kindness and smile will welcome you to this well-equipped and clean gym. Oddie's professionalism and availability will follow you on a workout circuit designed just for you. Nice experience, absolutely raccomended!!!!!!!!",February 2024,1,5.0
Great staff who gave us a once in a lifetime experience with exceptional service,"We had the most outstanding experience at Marina Bay Sands.  From the moment we checked in, the hospitality, friendliness and service was exceptional.  Yve who checked us in was knowledgeable, attentive  and her customer service skills were excellent.  Once checked into our suite, Marvin our Butler greeted us at the lifts and escorted us to our room.  We're very grateful for Marvin's enthusiasm for his role, his friendliness and excellent service.   Nothing was too much trouble as he helped organise our stay from booking a poolside cabana, afternoon drinks & canapes and a sunrise breakfast to name a few of the experiences.  He even hand made a beautiful birthday card and brought us a delicious cake to acknowledge and celebrate the birthday event which was the reason for our trip.Every aspect of our suite was superbly luxurious and included amazing city and sea views.  Relaxing by the Infinity Pool overlooking the beautiful city views of Singapore was also a highlight.  Wherever we went, the staff were friendly, engaging and nothing was too much trouble.  Club @ Renku, Spago, Ce La Vie, Concierge & Luggage services, Poolside Bar, Limousine service,  Yve, Marvin and Christelle at the airport...across all these areas, it is true to say customer service at Marina Bay Sands is outstanding.Thank you again to everyone at Marina Bay Sands.  This was an experience we will never forget.Gary and Anne",January 2024,5,5.0
Kasim,"Excelent service from ms Uma, Lucy and Affa  , they teach me how to use machine ,good job,  nice service,  excelent team, thanks alot, will come back tomorrow , lovely staff ❤️👍👍🙏🙏🙏Cool tower was so good, lemon grass, drink also nice, make me more fresh 👍👍",February 2024,1,5.0
Amazing,Great amenities. Service was awesome. Umma and affa at the fitness center were super helpful and taking care of me very well. The convenience of everything is truly amazing especially with the shopping centers connected and the amazing iconic pool on the roof.,February 2024,1,5.0
A perfect hotel experience!,"This was our first time staying here and we were blown away by how every single employee we came in contact with was so friendly, helpful, knowledgeable, and made us feel so welcome.   I was a little concerned as we have no status with this hotel but we felt like we were diamond elites.   The room was amazing, the food delicious, the pool spectacular, and the people over the top amazing.  We are already planning our return.  A special shout out to Kath!",January 2024,35,5.0
roselyn a wonderful reception,"Roselyn is wonderful, she greets me with a huge smile and that is great, her service is extraordinary, she is always attentive to make everything easier…she lent me her phone charger The service is  spectacular Adam the Cheff is veri nice person",February 2024,1,5.0
MBS - good choice to stay 😊,Check in counter very good services thanks to RachelUpon check in Ms Apriel also assist me to show the room and explain the facilities available . Good location and a mall to shop with many outlets . Overall experience is good. Experience is good and will definitely stay in MBS again,February 2024,3,5.0
Lovely stay in Singapore,Whole experience was fantastic. The level of service from the airport pickup and back was seamless. Really appreciated the attention to detail to bring us to our room. The room was so nice for our family of four with two young kids. Felt like a home away from home.,January 2024,2,5.0
Another wonderful stay! Pool is just amazing!,Fantastic stay in this beautiful hotel as always. Amazing infinity pool and city views. Had another wonderful stay in a fantastic room with beautiful views. Beautiful variety of breakfast and lots of restaurants to choose from. Great location. Highly recommend you stay here.,September 2023,148,5.0
Lovely stay,"Lovely rooms, casino was ok but drinks a bit tougher to get compared to vegas. Really enjoyed the gardens however it’s very very hot. All the staff were amazing however I’d like to make special mention to Raguvaaran. When we stuggled for a taxi he went above and beyond using his personal phone to get us to to airport on time. It’s the touches like that that make people come back.",February 2024,5,5.0
This is the experience you want to have in Singapur,This was the most amazing experience that we had in hotels ever. The service was beyond amazing. They make everything easy and comfortable for their guest. The cleaning is excellent. The bed and the pillows are the most comfortable ever. The location and the facilities are amazing.,January 2024,11,5.0
Happy day,"Very friendly staff that make my day very very special. Been to the gym and fell very in love. The lady by the name Roslyn is so welcoming, she provided great service and was very knowledgeable . I Will definitely come back again and go to the free classes next time.",January 2024,1,5.0
Fitness and hotel,"Wonderful service, especially from the fitness centre especially from the lovely Roselyn, made us some tea and coffee, the amenities were also great with Dyson hairdryers and top notch gear (can only hope for a hip abductor machine and wing machine) hotel was also great, make sure to swim and use the sunscreen that’s complementary as well as free classes",January 2024,1,5.0
Truly unique - worth the splurge!,"This is definitely a hotel to stay in Singapore. The city landmark is so beautiful to look at from the outside, but the inside is just as beautiful. We got upgraded to a higher floor with the view of Garden by the Bay - everything was spectacular. The view, the spacious room and bathroom, and the overall feeling of luxury! And of course, don't forget about the infinity pool at 57th floor. The city views are amazing, and this was the first and the last place that we visited during our short two-day stay.",January 2024,520,5.0
Great Experience,"Very stunning Hotel.. staff were friendly, hospitable and very helpful shoutout to Yve who made my mum extra special.. we booked our stay on my mums birthday upon check in we were inform that there will be a surprise but time had past but no cake so Yve help us to assist and follow up.. she made some calls from other department too. My mum was very happy with the surprise cake. Thank you MBS!Kudos to the front desk team!!!",January 2024,4,5.0
Expensive and extraordinary,Really an interesting and mesmerizing property. Everything was perfect. The food selection is great and the pool is extraordinarily.Stayed here only for one night to experience as it was very expensive. Really recommend for people with money.,November 2023,3,5.0
Very poor,"Arrived on the Wednesday after a long flight from Paris. After getting something to eat we thought it would be nice to get a drink back at the hotel. The first bar we tried at the top of tower 1 was closed for a private function. We were advised to try the bar at the top of tower 3. Went there only to be advised  that if we wanted to sit at one of the reserved tables, and they were all reserved, there was a minimum spend of $1000. Being just my wife and I we were not going to get anywhere near this. Absolutely ridiculous for a hotel that claims to care about the customer experience! We had booked in for 4 nights and thought it might be nice to move to a hotel that actually cares about their guests only to be told that we could get a refund for the unused nights it would take 4 weeks to process. Ended up having a drink in a restaurant on the ground floor, not the 57th floor with all the views. This hotel claims it’s 5 star but in terms of their attitude to their paying guests they are not even one star.  My recommendation is to find a hotel where they actually care about their guests.",December 2023,23,1.0
Excellent team,"Whenever I stayed at MBS for staycation , I will headed to their Gym in the morning. Always a pleasure to work up at MBS Gym as the team are always so helpful and friendly. Thanks Anant , Chanck, Uma, Lucy, Roseyn, Ben , Oddie and Affa.A perfect team , well done !",January 2024,2,5.0
THANKS NINA!,"Incredible massage!!! Best I’ve had in a long time. Nina was awesome.The marina bay sands kids suite is class too, with fun bedroom for the kids including things like Nintendo switch and PlayStation. Would highly recommend! We booked a massage on our last day and now we wish we had done it on the first day to go again and again!",January 2024,2,5.0
I Love This Hotel,"I was in Singapore and knew I had to stay here, I booked a room for us on a Sunday night and was so happy I made the effort to do so, I was in 2 minds whether to book,  its an American Vegas style hotel in Asia but it was so worth it you get the fantastic service and hospitality of Singapore but the fun aspect of an American Vegas style hotel. Our check in was seamless Patrick was lovely Peach very helpful and May upgraded us, so we were super happy. Our room was on the 39 floor overlooking the gardens, so nice for the show in the evening (although I would recommend actually being in the gardens for it to get a better experience,if your not there for the show do have a walk around its lovely, the animal sculptures of endangered species is very moving)  You walk into your room and the curtains open, a nice touch with a great view. The decor was lovely with some very nice design touches, beds were amazing, bathroom super luxe and toiletries were Jo Malone also being upgraded you get a much nicer robe which becomes obvious when you are at the pool! The pool... so worth it! there is an adults section which is great however being a Sunday there wasn't too many children about, the beds get busy but there is a constant turn around 1 thing we didn't realise there is sun screen provided near the area you do the pool check in. As only hotel guests can use the roof top infinity pool it makes you feel special! the pool is 1 of the reasons to stay at the hotel and it really was a fantastic view and yes I got lots of pictures of me at the edge like in the advert for the hotel! We ate at the pool so food was from Spago a Californian restaurant with a very nice menu, while I was staying elsewhere I came to MBS and ate at CUT by Wolfgang Puck which I highly recommend the chicken is enormous it arrived as a full bird 1.1 kg they took it away and carved it for me. While staying at MBS we ate at the new French restaurant DB Bistro which we didn't enjoy so much maybe it was not to our taste? We visited the casino, free to tourists but $150 for locals!  you must have your passport and Singapore landing card to enter. No quite as much fun as a Vegas casino the games are a little different and the gambling seemed more intense, but we had to give it a go and it was a nice finish to our evening. I read a lot about this hotel and on my visit to eat there before my stay there I was a little shocked how busy it was and felt it was almost a little too touristy, but that aside the architecture is totally amazing,  the staff superb, if you love to shop the mall is great every shop you could possible wish for if you like high end, the evening light and water shows are a nice touch and I must say my whole experience was 10/10 we loved it, would I return now that I have done the pool and casino YES I would.",February 2024,92,5.0
Average,"Although the hotel is spectacular to look at, it’s very average to stay in. The room we stayed in was very tired with stained carpet and stained robes. The pool is beautiful but not easy to swim in as not surprisingly is used as personal photo shoot for the guests. Guests appear to be lazy with leaving towels on beds so you never know which beds are free. The staff are lovely and helpful. We are glad we stayed here for the experience but if we return to Singapore, we will probably stay elsewhere",March 2024,32,3.0
Another Exceptional stay,"My daughter and I have just returned from an exceptional stay in a city view suite. WOW WOW WOW what a suite, unbelievable and what wonderful services. We had an amazing stay, love everything from the room, the  services, the rooftop pool,, the afternoon teas, the food, the shops, the helpfulness of all the staff (except for 1 rude old man working on level 56!   Thank you to everyone who made our stay so special",February 2024,39,5.0
Crazy Rich Singapore Vacation,Sooo I’ve seen Crazy Rich Asians numerous times and wanted to see the Marina Bay Sands in person.  It is spectacular and overwhelming all at the same time.  The rooms floor to ceiling windows with the Amazing view and the luxurious toiletries are and plus.  The bed is comfortable but it’s really just a blip on the radar.  Now for the Rooftop Pool yes it was Everything I’d hoped for.  Now the staff throughout are Amazing we went to the front desk looking for a ATM and one of the Lobby Ambassadors escorted us all the way to where the ATM was located near the casino.  I’d like to give a special thank you to Lobby Ambassador Mr. Patrick and Bell Captain Mr. Suresh Rao you both were very kind and beyond helpful during our stay,March 2024,20,4.0
A great experience,"This hotel is really massive. However the rooms are very nice, we had a great view over the gardens by the bay with the super trees. Our room was spacious and provided a great place to relax.Breakfast can get a bit busy, so to avoid queueing up I would suggest arriving for breakfast at around 8:0am. There is plenty of selection at breakfast and the staf are efficient.The hotel is connected to the MRT, Shopping mall and casino so its very easy to get around. The super tree grove, Floral fantasy, Cloud forest and flower dome are all within walking diatance.The infinity pool at the rooftop is great for one of those photo opportunities, as is the observation deck. Both are free for guests. The pool is for guests only, whilst the observation deck is chargeable for non guests.This hotel does not come cheap! But its location is perfect.Staff are helpful. Our thanks to Balan and Ray for their help.",February 2024,175,4.0
Memorable stay for the family,"A very short trip, but an experience my daughter will not forget.  The family room was amazing. Spacious and lovely furnishing.   Our daughter loved her little retreat with the game console and amenities. For the parents it was just perfect for the short stay.  Very comfortable.Would like to take the time to thank Eunice from Premium services. She was very friendly and always helpful.   ""Thanks Eunice""",March 2024,2,5.0
Best gym of our trip,"Comprehensive amenities in a modern environment with a nice view overlooking the convention center. Good mix of cardio equipment and weigh training as well as coffee, tea, other drinks and snacks. The attendant Lucy took excellent care of us and treated us to cooled towels at the end of our workout.",March 2024,3,5.0
The best hotel in Singapore,"Marina Bay Sands is hands down my favorite hotel in all of Singapore. I stayed in the newly renovated rooms in tower 2 and had a beautiful view of the Gardens by the Bay. The mall attached is breathtaking and the hotel offers so many restaurants you can’t go wrong with any of them. Lavo was amazing for a rooftop experience (highly recommend the meatball!) , Wakudu had the freshest fish if you’re looking for high end Japanese cuisine, and you can’t go wrong with room service. Every part of the hotel is a work of art. Almost every part is a picturesque moment! The rooftop pool is breathtaking and is the best view in Singapore. Also, Marquee is the coolest club you’ll ever go to. A Ferris wheel and slide attached that you can’t miss.Most of all, the employees and premium services were extremely catering, helpful and fast. Shoutout to Eunice from Premium Guest Services for going above and beyond each day of my stay. She gave me all the best recommendations and she was swift with all my responses. She also assisted me with all my rides to and from the hotel with ease.This hotel has it all! If you’re just visiting, I highly recommend staying for at least 2 nights to explore all MBS has to offer! -T",February 2024,1,5.0
Utter bliss,"Oh wow. What an amazing stay. We requested two standard rooms overlooking the gardens on the same floor. On arrival one of the rooms was not ready so they upgraded us to a two bedroom suite with a city view. It has spoilt us for ever.  Two nights of bliss. Treated like VIP’s and could not fault anything.  The attention to detail was amazing and the quality of the furnishings, bed linen, toiletries were just beautiful. Even the toilet was awesome. We didn’t want to leave.  The pool was fabulous but the suite just made our stay. Thank you Kath and MBS for an unforgettable experience!",February 2024,3,5.0
not sure i would go back,"we went last summer. it is architecturally very impressive, but the hotel is so big that the service does not feel very personal. we arrived early and asked if we could check in early but this did not seem possible. the hotel lobby has no comfortable seating areas so we asked if we could find somewhere comfortable to sit, but this did not seem possible. as the hotel is such a landmark, the lobby is full of tourists and visitors, so as a resident you never feel the quality of the service. the restaurants, shopping mall, infinity poor and viewing deck are all amazing but you just do not get the personalised service a 5 star hotel should give you.",July 2023,56,3.0
The most incredible hotel,One of the best hotels in the World that I have stayed in and I have stayed in many luxury hotels due to my job.  From the minute we arrived we were met at the door and escorted to our rooms where check in took place which was seamless and so efficient. The rooms are out of this world and spotless and the attention to detail was fantastic. Breakfast is superb! The staff are incredible from the pool staff to the restaurants staff but the best service we had was we had booked a departure transfer to the airport which was late arriving due to a mix up but was handled very well.  When we arrived at the airport there were 2 staff members from the hotel waiting for us to assist us to the tax refund and check in- I have never had such service in my 45 years in the industry all I can say if you can stay at this hotel it is a once in a lifetime experience.Thank you for making our trip memorable!,February 2024,15,5.0
Beautiful Break,"We had the best trip at Marina Bay Sands during our five day stop overBeautiful grounds, rooms, staff and food. NOT TO MENTION THE VIEWS!Guna our poolside attendent was attentive, friendly and a joy to be around. Will be here again if not only for him Thank you!",March 2024,1,5.0
Fantastic,"Fantastic area in Singapore. Really nice to visit any time of the day and walkaround. Lots of nice spots to take pictures and relax. Close to the merlion. The area can get very busy, but crowds should be expected and move along quickly for photo opportunities.",September 2023,89,5.0
World-class gym personnel,"No steam room, hot pool, and sauna  anymore. The gym location is too far anymore. However, on the good side, the staff at the Fitness Center are very helpful, especially Oddie and Roselyn. They toured me inside the gym and showed me how to use some of the equipment that I saw for the first time",March 2024,1,5.0
"The staffs and city view are great, but no worth for the money.","You paid $1300 au for a night room looks like this, back to 90s. When you make booking, no one tell you they doing renovation. Untill you check in the staffs told you. And the noise, OMG, I can't recall a room video, it is so lound. Yes, The second day it quiet down, Becasue Taylor Swift check in!Look at the pictures, would your pay $1300au for this? I am sure other hotel has god view and better room thank this.",February 2024,1,1.0
"The whole experience was wonderful. Up to the service, the view, massage and treatments.",Nice ambiance and it’s very relaxing. Crystal was polite and gentle. I had a very good experience. The tea was perfect too. I love how they gave us options to choose and asked about our experience too. Everything is wonderful and I would love to come again. Thank you for the great service,March 2024,1,5.0
We had a short staycay from work,"The hotel has the best service and everyone is so respectful. The spa was so relaxing and welcoming. Everyone has been so welcoming towards us. I would recommend it to everyone, best experience ever . Good service and good customer service.",February 2024,1,5.0
Banyan Tree Spa — A master of their Craft,"One of the best spa we’ve ever had. Went for the whole treatment — royal harmony, a complete set of everything. The therapists were well-versed and extremely experienced in their craft, and made the whole experience 100 times better. Would definitely keep coming back here (even though I have been for the past 5 times :D)",March 2024,1,5.0
Excellent stay,"Excellent service, amazing pool and good restaurants on the top floor. Easy excess to shopping mall and gardens by the bay. Grand hotel and it is once in a life time experience. Best hotel in Singapore. I would highly recommend this hotel. Ramesh from front office was very helpful.",December 2023,9,5.0
MBS Exemplified Service!,"Hi MBSPremiumServices Team,We're heartened  by your exemplified , great service that warmth  each and everyone  of us who came on 28/2/24. Your extra mile to create an excellent environment and service has indeed impressed all  of our guest as the newly wed couples we felt so honoured and privileged to stay in your hotel.We have indeed had a memorable experience in Marina Baysand. On behalf  of our family members we wish to extend our gratitude  to each and everyone  of you that have involved in giving the best service during our stay in the hotel from 28/2 & 29/2/24.We shall highly recommend other friends to stay and host their wedding banquet  at your hotel too...Cheers & keep it up.. 😃 Thanks & RegardsMr & Mrs Danny Ng & Madeline",February 2024,2,4.0
The most incredible hotel,One of the best hotels in the World that I have stayed in and I have stayed in many luxury hotels due to my job.  From the minute we arrived we were met at the door and escorted to our rooms where check in took place which was seamless and so efficient. The rooms are out of this world and spotless and the attention to detail was fantastic. Breakfast is superb! The staff are incredible from the pool staff to the restaurants staff but the best service we had was we had booked a departure transfer to the airport which was late arriving due to a mix up but was handled very well.  When we arrived at the airport there were 2 staff members from the hotel waiting for us to assist us to the tax refund and check in- I have never had such service in my 45 years in the industry all I can say if you can stay at this hotel it is a once in a lifetime experience.Thank you for making our trip memorable!,February 2024,15,5.0
Beautiful Break,"We had the best trip at Marina Bay Sands during our five day stop overBeautiful grounds, rooms, staff and food. NOT TO MENTION THE VIEWS!Guna our poolside attendent was attentive, friendly and a joy to be around. Will be here again if not only for him Thank you!",March 2024,1,5.0
Fantastic,"Fantastic area in Singapore. Really nice to visit any time of the day and walkaround. Lots of nice spots to take pictures and relax. Close to the merlion. The area can get very busy, but crowds should be expected and move along quickly for photo opportunities.",September 2023,89,5.0
World-class gym personnel,"No steam room, hot pool, and sauna  anymore. The gym location is too far anymore. However, on the good side, the staff at the Fitness Center are very helpful, especially Oddie and Roselyn. They toured me inside the gym and showed me how to use some of the equipment that I saw for the first time",March 2024,1,5.0
"The staffs and city view are great, but no worth for the money.","You paid $1300 au for a night room looks like this, back to 90s. When you make booking, no one tell you they doing renovation. Untill you check in the staffs told you. And the noise, OMG, I can't recall a room video, it is so lound. Yes, The second day it quiet down, Becasue Taylor Swift check in!Look at the pictures, would your pay $1300au for this? I am sure other hotel has god view and better room thank this.",February 2024,1,1.0
"The whole experience was wonderful. Up to the service, the view, massage and treatments.",Nice ambiance and it’s very relaxing. Crystal was polite and gentle. I had a very good experience. The tea was perfect too. I love how they gave us options to choose and asked about our experience too. Everything is wonderful and I would love to come again. Thank you for the great service,March 2024,1,5.0
We had a short staycay from work,"The hotel has the best service and everyone is so respectful. The spa was so relaxing and welcoming. Everyone has been so welcoming towards us. I would recommend it to everyone, best experience ever . Good service and good customer service.",February 2024,1,5.0
Banyan Tree Spa — A master of their Craft,"One of the best spa we’ve ever had. Went for the whole treatment — royal harmony, a complete set of everything. The therapists were well-versed and extremely experienced in their craft, and made the whole experience 100 times better. Would definitely keep coming back here (even though I have been for the past 5 times :D)",March 2024,1,5.0
Excellent stay,"Excellent service, amazing pool and good restaurants on the top floor. Easy excess to shopping mall and gardens by the bay. Grand hotel and it is once in a life time experience. Best hotel in Singapore. I would highly recommend this hotel. Ramesh from front office was very helpful.",December 2023,9,5.0
MBS Exemplified Service!,"Hi MBSPremiumServices Team,We're heartened  by your exemplified , great service that warmth  each and everyone  of us who came on 28/2/24. Your extra mile to create an excellent environment and service has indeed impressed all  of our guest as the newly wed couples we felt so honoured and privileged to stay in your hotel.We have indeed had a memorable experience in Marina Baysand. On behalf  of our family members we wish to extend our gratitude  to each and everyone  of you that have involved in giving the best service during our stay in the hotel from 28/2 & 29/2/24.We shall highly recommend other friends to stay and host their wedding banquet  at your hotel too...Cheers & keep it up.. 😃 Thanks & RegardsMr & Mrs Danny Ng & Madeline",February 2024,2,4.0
Just Wow,"Just Wow what an amazing hotel. We stayed from 18th -22nd March 2024 The staff are amazing. My partner booked this for my 60th birthday. He had booked a premium room with city view however on arrival we were upgraded to a suite. Han who booked us in could not have been any more helpful. Everything about this hotel is amazing. The infinity pool is just wow. Thank you to everyone at the Marina bay from the booking staff, our butler, the guys who moved our luggage, the catering staff and not to forget the cleaners. I was truly made to feel special & had the most amazing time thank you so much from Shirley & Lee",March 2024,9,5.0
Amazing Experience,Just amazing..Must stay place.. infinity pool gives you infinite happiness..4 storey casino was place to explore if you really interested in playing.. Breakfast and hotel staff was too good..But option of veg indian meal is hard to get in lunch or dinner..Its costly affair,March 2024,11,5.0
Soul flow,Adelene is the best! The class called “soul flow” is a must try!! We get to exercise but it doesn’t feel like it at all! Super recommended!I tried the pilates class with Lauren before and it was really great too! Instructors and hotel staffs are really friendly too!!,March 2024,1,5.0
Must see in Singapore,A must not miss place for tourists to visit when in Singapore. It's a pretty nice place to take a walk and enjoy the view. Plenty of people from locals to tourists. A lot of nearby restos and bars but expect it to be a bit pricey.  It's free to walk around. It's nicer to do that late afternoons to evenings since it's rather hot during the day.,March 2024,73,5.0
Wonderful spa experience,"Excellent service and wonderful massage, scrub and wrap. And the location is amazing on the 55th floor of marina bay sands. Greeted mediately and was offered snacks and tea when I waited for my service. Having your own dressing room, bathroom area, that’s attached to the massage table with use of a bear made it extra special.",March 2024,1,5.0
Memorable staycation,"We had a staycation to celebrate a special moment at MBS. Inspite of my initial scepticism, it kept getting better with every experience - starting with an unsolicited upgrade of our room to a suite with a breathtaking view, later followed by a brilliantly served dinner/drinks. But the highlight of the stay was - our morning session of sound meditation on L-57 under the open sky. It was conducted by Karuna who was kind enough to share his own story as well. Simply brilliant and a powerful session to reset myself.",March 2024,82,5.0
Best gift you can give to yourself in the morning,The Sound meditation in the morning provides me with the perfect start to my day. It helps me to clear my mind and unblock any obstacles and I feel calm and ready to take on the day ahead. I'd definitely suggest giving it a try if you want to start your mornings feeling refreshed and clear-headed!,March 2024,1,5.0
Thursday Morning Wellness Experience,Very Good Sound Bath Meditation class at the Skypark Observation Deck. Feeling lighter and refreshed. Thank you Karu and team. It is a good way to start the morning right and the weather was good. Towel and water will be provided and dress in what is most comfortable for you.,March 2024,21,5.0
